,English,Chinese,Dictionary Accuracy,Terms,Correct Terms
129,the first author wrote the first draft of the manuscript .,['第一位作者写了手稿的第一个草案。'],0.5,"['author', 'manuscript', 'first', 'draft']","['manuscript', 'first']"
130,all the authors agreed to submit the manuscript for publication .,['所有作者都同意将手稿提交出版。'],0.5,"['publication', 'manuscript', 'all', 'to']","['publication', 'manuscript']"
131,the funding institutions were not involved in writing the manuscript or interpreting the results .,['资助机构不参与编写手稿或解释结果。'],0.5,"['manuscript', 'writing']",['manuscript']
132,commercially available ticagrelor or prasugrel tablets were prescribed by the treating physician and purchased by the patients .,['商用可用的Ticagrelor或Prasugrel药片由治疗医生处方并由患者购买。'],0.6,"['physician', 'available', 'prasugrel', 'by', 'and']","['physician', 'available', 'by']"
133,"a detailed list of participating centers and investigators is provided in the Supplementary Appendix , available at NEJM.org .","['参与中心和调查人员的详细列表在附加附件中提供,可在NEJM.org上找到。']",0.14285714285714285,"['appendix', 'supplementary', 'available', 'list', 'at', 'in', 'and']",['appendix']
134,exclusion criteria were determined predominantly from the summary of medical product characteristics of the trial drugs .,['排除标准主要由试用药物的医疗产品特征总结确定。'],0.5,"['product', 'drugs', 'medical', 'exclusion', 'characteristics', 'trial']","['product', 'drugs', 'characteristics']"
135,the detailed exclusion criteria are listed in the Supplementary Appendix .,['详细的排除标准在附件中列出。'],0.25,"['appendix', 'supplementary', 'exclusion', 'in']",['appendix']
136,"patients who met all the inclusion criteria and none of the exclusion criteria were randomly assigned in consecutive order to either ticagrelor or prasugrel , with a randomization ratio of 1 : 1 .","['满足所有包容标准的患者,并且没有排除标准的患者随机分别分配到Ticagrelor或Prasugrel,随机分配比为1:1。']",0.23076923076923078,"['randomization', 'who', 'inclusion', 'order', '1', 'ratio', 'exclusion', 'consecutive', 'with', 'prasugrel', 'met', 'all', 'to']","['randomization', '1', 'ratio']"
137,time zero was defined as the time of randomization .,['零时间被定义为随机化时间。'],0.6,"['defined', 'randomization', 'time', 'as', 'zero']","['randomization', 'time', 'zero']"
138,"randomly permuted block sizes ( of four , six , or eight ) were used in each stratum .",['随机转换的区块大小(四、六、八)在每个层中使用。'],0.5,"['stratum', 'block', 'each', 'in']","['stratum', 'block']"
139,therapy with ticagrelor was started at a loading dose of 180 mg and continued at a maintenance dose of 90 mg twice daily .,"['用Ticagrelor治疗开始于180毫克的负载剂量,并在90毫克的维持剂量继续,每天两次。']",0.42857142857142855,"['loading', 'therapy', 'with', 'at', 'maintenance dose', 'and', 'twice']","['therapy', 'at', 'maintenance dose']"
140,patients who were assigned to ticagrelor received the loading dose as soon as possible after randomization .,['被分配到Ticagrelor的患者在随机化后尽快获得充电剂量。'],0.42857142857142855,"['loading', 'randomization', 'who', 'after', 'as', 'dose', 'to']","['randomization', 'after', 'dose']"
141,therapy with prasugrel was started at a loading dose of 60 mg and continued at a maintenance dose of 10 mg once per day .,"['用 prasugrel 治疗开始于 60 毫克的负载剂量,并在 10 毫克的维持剂量每日进行一次。']",0.42857142857142855,"['loading', 'therapy', 'with', 'prasugrel', 'at', 'maintenance dose', 'and']","['therapy', 'at', 'maintenance dose']"
142,a reduced maintenance dose of 5 mg daily was recommended in patients who were 75 years of age or older and in those who had a body weight of less than 60 kg .,"['在75岁及以上的患者和体重低于60公斤的患者中,建议每天减少5毫克的维持剂量。']",0.5714285714285714,"['body weight', '5', 'who', 'age', 'kg', 'maintenance dose', 'and']","['body weight', '5', 'kg', 'maintenance dose']"
143,"in the prasugrel group , timing of the initiation of the trial drug depended on the clinical presentation .","['在 prasugrel 组中,试验药物的启动时间取决于临床呈现。']",0.625,"['presentation', 'group', 'initiation', 'clinical', 'trial', 'timing', 'drug', 'prasugrel']","['presentation', 'group', 'initiation', 'clinical', 'drug']"
144,trial END POINTS AND DEFINITIONS,['审判终点和定义'],1.0,['trial'],['trial']
145,"the primary end point was the composite of death , myocardial infarction , or stroke at 1 year after randomization .","['主要的终点是死亡的组成,心脏病发作,或1年随机化后的中风。']",0.7272727272727273,"['myocardial infarction', 'composite', 'stroke', 'randomization', 'year', '1', 'death', 'primary', 'after', 'end', 'point']","['stroke', 'randomization', 'year', '1', 'death', 'primary', 'after', 'point']"
146,a detailed description of the end points is included in the Supplementary Appendix .,['最终点的详细描述在附件中包含。'],0.75,"['appendix', 'supplementary', 'end points', 'description']","['appendix', 'end points', 'description']"
147,"in addition , 100 % of source data were checked for at least 10 % of patients in all centers .","['此外,在所有中心至少有10%的病人检查了100%的源数据。']",0.4,"['data', 'addition', 'source', 'all', 'in']","['data', 'source']"
148,"the null hypothesis of the trial states that there is no difference between ticagrelor and prasugrel with respect to the treatment effect in patients with acute coronary syndromes for whom invasive evaluation is planned ( hazard ratio , 1 ) .","['试验的零假设表明,对于患有急性冠状综合征的患者的治疗效应,Ticagrelor和Prasugrel之间没有差异(风险比例,1)。']",0.3333333333333333,"['1', 'hazard ratio', 'evaluation', 'coronary', 'difference', 'no', 'trial', 'acute', 'null hypothesis', 'treatment effect', 'with', 'respect', 'prasugrel', 'that', 'in', 'to', 'and', 'syndromes']","['1', 'hazard ratio', 'coronary', 'difference', 'to', 'syndromes']"
149,cumulative incidence functions were computed for end points other than death to account for competing risks .,"['累积影响函数被计算为死亡以外的终点,以计算竞争风险。']",0.5,"['death', 'cumulative incidence', 'end points', 'to']","['death', 'end points']"
150,effect estimates of the secondary end points are presented along with corresponding 95 % confidence intervals .,['二级终点的效应估计与相应的95%信任间隔一起呈现。'],0.375,"['corresponding', 'end points', 'along', 'secondary', 'effect', 'with', 'confidence', 'intervals']","['corresponding', 'end points', 'effect']"
151,the widths of the intervals are not adjusted for multiple comparisons because of the exploratory character of these analyses .,['间隔的宽度因这些分析的探索性质而不适用于多个比较。'],0.25,"['character', 'multiple', 'exploratory', 'intervals']",['character']
152,"patients were evaluated from randomization until death , withdrawal of consent , or the last contact date .","['患者从随机化到死亡,撤销同意,或最后的接触日期被评估。']",0.8,"['randomization', 'death', 'date', 'withdrawal', 'consent']","['randomization', 'death', 'date', 'consent']"
153,"from September 2013 through February 2018 , a total of 4018 patients were recruited in 23 centers ( 21 centers in Germany and 2 centers in Italy ) ; 2012 patients were assigned to ticagrelor and 2006 patients were assigned to prasugrel ( Figure 1 ) .","['从2013年9月至2018年2月,共有4018名患者被招募到23个中心(德国21个中心和意大利2个中心);2012年患者被分配到Ticagrelor,2006年患者被分配到Prasugrel(图1)。']",0.2857142857142857,"['1', '2', 'figure', 'total', 'prasugrel', 'in', 'and']","['1', '2']"
154,the baseline characteristics of the patients are listed in Table 1 .,['患者的基本特征在表1中列出。'],0.75,"['table', 'baseline', '1', 'characteristics']","['table', '1', 'characteristics']"
155,"the suspected diagnosis at admission was STEMI in 41.1 % , NSTEMI in 46.2 % , and unstable angina in 12.7 % of the patients .","['在入院时,可疑的诊断为41.1%的STEMI,46.2%的NSTEMI,12.7%的患者患有不稳定的腹泻。']",0.3333333333333333,"['admission', 'angina', 'diagnosis', 'unstable', 'at', 'and']","['diagnosis', 'unstable']"
156,"before admission , 34.7 % of patients in the ticagrelor group and 35.6 % of patients in the prasugrel group were receiving aspirin , and 5.0 % of patients in the ticagrelor group and 4.7 % of patients in the prasugrel group were receiving clopidogrel .","['在接入之前,34.7%的Ticagrelor患者和35.6%的Prasugrel患者服用阿司匹林,而5.0%的Ticagrelor患者和4.7%的Prasugrel患者服用Clopidogrel。']",0.42857142857142855,"['group', 'aspirin', 'admission', 'clopidogrel', 'prasugrel', 'before', 'and']","['aspirin', 'before', 'and']"
157,"in patients presenting with STEMI , the interval from symptom onset to randomization was 3.2 hours ( interquartile range , 1.8 to 7.7 ) in the ticagrelor group and 3.0 hours ( interquartile range , 1.9 to 8.4 ) in the prasugrel group .","['在患有STEMI的患者中,从症状开始到随机化的间隔为3.2小时(四角间范围,1.8至7.7)在蒂卡格勒群体和3.0小时(四角间范围,1.9至8.4)在普拉苏格勒群体。']",0.75,"['group', 'symptom', 'interval', 'range', 'randomization', 'onset', 'with', 'prasugrel']","['group', 'symptom', 'interval', 'range', 'randomization', 'onset']"
158,"a total of 84.1 % of the patients underwent PCI , and 2.1 % underwent CABG .","['总共有84.1%的患者接受了PCI,而2.1%的患者接受了CABG。']",0.3333333333333333,"['total', 'CABG', 'and']",['and']
159,glycoprotein IIb / IIIa inhibitors were used in 12.3 % of the patients who underwent PCI .,['Glycoprotein IIb / IIIa 抑制剂被用于 12.3% 的患有 PCI 的患者。'],0.0,"['who', 'glycoprotein', '/']",[]
160,"in more than 99 % of the patients who were receiving aspirin at discharge , the daily dose was 100 mg or less . ( angiographic and procedural characteristics are listed in Tables S1 and S2 , respectively , in the Supplementary Appendix . )","['在接收阿司匹林的患者中,超过99%的患者,每日剂量为100毫克或更少(天文学和程序性特征列入表 S1 和 S2,分别,附件。']",0.3333333333333333,"['discharge', 'aspirin', 'appendix', 'who', 'supplementary', 'characteristics', 'daily dose', 'at', 'S1', 'S2', 'and', 'angiographic']","['discharge', 'aspirin', 'appendix', 'characteristics']"
161,"at discharge , 81.1 % of patients in the ticagrelor group and 80.7 % of patients in the prasugrel group received the randomly assigned trial drug ( Table S3 in the Supplementary Appendix ) .","['在排放时,Ticagrelor群体的81.1%患者和Prasugrel群体的80.7%患者接受了随机分配的试用药物(附件中的S3表)。']",0.3333333333333333,"['group', 'discharge', 'appendix', 'table', 'supplementary', 'trial', 'drug', 'prasugrel', 'at', 'S3', 'in', 'and']","['group', 'appendix', 'table', 'drug']"
162,"the median interval from randomization to discontinuation of the trial drug after discharge was 84 days ( interquartile range , 23 to 181 ) in the ticagrelor group and 109 days ( interquartile range , 35 to 220 ) in the prasugrel group ( P = 0.01 ) .",['从随机化到试用药物排放后的中间间间隔为84天(中间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间'],0.2,"['group', 'range', 'randomization', 'trial', 'median interval', 'drug', 'prasugrel', 'P', 'after discharge', 'to']","['randomization', 'drug']"
163,the types of antithrombotic therapy received by patients who discontinued the trial medication after discharge are listed in Table S4 in the Supplementary Appendix .,['在排放后停止试用药物的患者接受的抗血管治疗的类型在附件中的S4表中列出。'],0.25,"['appendix', 'table', 'who', 'antithrombotic', 'supplementary', 'therapy', 'medication', 'trial', 'after discharge', 'S4', 'in', 'by']","['appendix', 'table', 'therapy']"
164,"the composite of death from cardiovascular causes , myocardial infarction , or stroke occurred in 161 of 2012 patients ( 8.1 % ) in the ticagrelor group and 124 of 2006 patients ( 6.3 % ) in the prasugrel group ( hazard ratio , 1.32 ; 95 % CI , 1.04 to 1.66 ) .","['因心血管原因、心脏病发作或中风而死亡的组成情况发生在2012年中161名患者(8.1%)中,2006年中124名患者(6.3%)中(危险比例,1.32;95% CI,1.04至1.66)。']",0.45454545454545453,"['group', 'myocardial infarction', 'composite', 'cardiovascular', 'stroke', 'hazard ratio', 'death', 'prasugrel', 'CI', 'to', 'and']","['group', 'cardiovascular', 'stroke', 'death', 'and']"
165,the incidences of the individual components of the primary end point are shown in Table 2 .,['主要终点的各个组件的影响表2中显示。'],0.5,"['table', '2', 'individual', 'primary', 'end', 'point']","['table', '2', 'point']"
166,"the rate of death from any cause at 1 year was 4.5 % in the ticagrelor group and 3.7 % in the prasugrel group ( hazard ratio , 1.23 ; 95 % CI , 0.91 to 1.68 ) .","['1年因任何原因死亡率为Ticagrelor群体的4.5%和Prasugrel群体的3.7%(风险比例为1.23;95% CI,0.91至1.68)。']",0.5833333333333334,"['group', 'year', 'rate', '1', 'hazard ratio', 'death', 'cause', 'prasugrel', 'CI', 'in', 'to', 'and']","['group', 'year', 'rate', '1', 'hazard ratio', 'death', 'cause']"
167,"the incidence of myocardial infarction was 4.8 % in the ticagrelor group and 3.0 % in the prasugrel group ( hazard ratio , 1.63 ; 95 % CI , 1.18 to 2.25 ) .","['心脏病发作的发病率在Ticagrelor群体中为4.8%和Prasugrel群体中为3.0%(风险比例为1.63;95% CI,1.18至2.25)。']",0.375,"['group', 'myocardial infarction', 'incidence', 'hazard ratio', 'prasugrel', 'CI', 'to', 'and']","['group', 'incidence', 'hazard ratio']"
168,"the incidence of stroke was 1.1 % in the ticagrelor group and 1.0 % in the prasugrel group ( hazard ratio , 1.17 ; 95 % CI , 0.63 to 2.15 ) .","['发作的发病率在Ticagrelor群体中为1.1%和Prasugrel群体中为1.0%(风险比率,1.17;95% CI,0.63至2.15)。']",0.5,"['group', 'incidence', 'stroke', 'hazard ratio', 'prasugrel', 'CI', 'to', 'and']","['group', 'incidence', 'stroke', 'hazard ratio']"
169,"the incidence of definite or probable stent thrombosis was 1.3 % in the ticagrelor group and 1.0 % in the prasugrel group ( hazard ratio , 1.30 ; 95 % CI , 0.72 to 2.33 ) .","['确定的或可能的<unk>血病的发病率在Ticagrelor群体中为1.3%和Prasugrel群体中为1.0%(风险比例为1.30;95% CI,0.72至2.33)。']",0.3333333333333333,"['group', 'incidence', 'hazard ratio', 'thrombosis', 'stent', 'prasugrel', 'CI', 'to', 'and']","['group', 'incidence', 'hazard ratio']"
170,data from the analysis of the primary end point in the prespecified subgroups are shown in Figure S1 in the Supplementary Appendix .,['预定子组中的主要终点分析数据显示在附件中的图 S1 。'],0.5,"['appendix', 'data', 'analysis', 'figure', 'supplementary', 'primary', 'point', 'S1']","['appendix', 'data', 'analysis', 'point']"
171,the lower incidence of the composite end point was primarily driven by fewer myocardial infarctions in the prasugrel group than in the ticagrelor group .,['合成终点的较低的发病率主要是由 prasugrel 群体中比 ticagrelor 群体中较少的心脏病发作引起的。'],0.5,"['group', 'composite', 'incidence', 'lower', 'myocardial', 'end', 'point', 'prasugrel', 'by', 'infarctions']","['group', 'incidence', 'lower', 'point', 'by']"
172,the benefit of fewer ischemic events with prasugrel did not occur at the expense of an increased risk of bleeding .,['与 prasugrel 较少的催化事件的好处没有发生在增加出血风险的代价。'],0.375,"['bleeding', 'risk', 'benefit', 'with', 'occur', 'prasugrel', 'at', 'ischemic']","['bleeding', 'risk', 'occur']"
173,the results were consistent across the whole spectrum of presentation of acute coronary syndromes .,"['结果在整个频谱中一致,表现出急性冠状综合征。']",0.5714285714285714,"['presentation', 'spectrum', 'coronary', 'across', 'acute', 'whole', 'syndromes']","['spectrum', 'coronary', 'whole', 'syndromes']"
174,a particular feature of this trial is that it did not simply compare two antiplatelet drugs .,"['这个试验的一个特征是,它不只是比较两个抗膜药物。']",0.5555555555555556,"['feature', 'drugs', 'antiplatelet', 'particular', 'trial', 'compare', 'this', 'that', 'two']","['feature', 'drugs', 'compare', 'this', 'two']"
175,"rather , it compared two antiplatelet treatment strategies involving two different drugs .","['相比之下,它比较了两种不同药物的抗细胞治疗策略。']",0.75,"['drugs', 'antiplatelet', 'treatment', 'two']","['drugs', 'treatment', 'two']"
176,the superiority assumption was based on several considerations .,['优越的假设是基于几个考虑。'],0.0,"['superiority', 'on']",[]
177,"on the basis of the rationale that a stronger platelet inhibition at the time of PCI reduces periprocedural thrombotic risk , the pretreatment strategy with ticagrelor was considered to be advantageous .","['基于在 PCI 时期的更强的平板膜抑制会降低周期流动性血管风险的理由,预治疗策略以 ticagrelor 被认为是有益的。']",0.46153846153846156,"['inhibition', 'strategy', 'basis', 'time', 'thrombotic', 'rationale', 'be', 'risk', 'with', 'platelet', 'pretreatment', 'that', 'to']","['inhibition', 'strategy', 'time', 'be', 'risk', 'to']"
178,"also , previous findings suggest a consistent benefit of ticagrelor but not a consistent benefit of prasugrel in patients with acute coronary syndromes who receive conservative therapy .","['此外,以前的发现表明Ticagrelor的持久益处,但在接受保守治疗的急性冠状综合征患者中,Prasugrel的不持久益处。']",0.38461538461538464,"['who', 'previous', 'coronary', 'therapy', 'acute', 'benefit', 'suggest', 'with', 'prasugrel', 'conservative', 'in', 'but', 'syndromes']","['previous', 'coronary', 'therapy', 'but', 'syndromes']"
179,"in PLATO , ticagrelor was superior to clopidogrel not only in patients who underwent PCI but also in those who received conservative treatment.13","['在PLATO中,Ticagrelor高于Clopidogrel,不仅在接受PCI的患者中,而且在接受保守治疗的患者中。']",0.2857142857142857,"['who', 'superior', 'clopidogrel', 'conservative', 'in', 'but', 'to']","['but', 'to']"
180,"whereas in PLATO only 61 % of the patients underwent PCI during the index hospitalization , 4 PCI was performed much more frequently in the present trial ( 84 % ) .","['在PLATO中,只有61%的患者在指数入院期间接受了PCI,而在目前的研究中,4个PCI进行了更频繁(84%)。']",0.16666666666666666,"['frequently', 'index', 'hospitalization', 'trial', '4', 'present']",['index']
181,"therefore , the contribution of patients who did not undergo PCI to the overall results was relatively small .","['因此,未接受PCI的患者对总体结果的贡献相对较小。']",0.0,"['who', 'undergo', 'therefore', 'to']",[]
182,"finally , pharmacodynamic studies showing a stronger antiplatelet effect of ticagrelor15 and the potential beneficial pleiotropic effects of ticagrelor , particularly those related to increased release of adenosine , 16 favored the expectation of superiority of ticagrelor over prasugrel in the current trial .","['最后,药物动态研究表明,Ticagrelor15具有更强的抗斑作用,以及Ticagrelor的潜在有益的 pleiotropic效果,特别是与Adenosine的释放增加相关的效果,16在目前的研究中促进了Ticagrelor的优越性预期。']",0.26666666666666666,"['adenosine', 'pleiotropic', 'potential', 'pharmacodynamic', 'antiplatelet', 'release', 'trial', 'expectation', 'effect', 'superiority', 'current', 'prasugrel', 'over', 'to', 'and']","['release', 'expectation', 'effect', 'superiority']"
183,the incidence of the primary composite net clinical end point assessed after 7 days did not differ between the ticagrelor and prasugrel groups .,['7天后评估的初级合成净临床终点的发病率没有区别于Ticagrelor和Prasugrel群体。'],0.3333333333333333,"['composite', 'incidence', 'net', 'primary', 'differ', 'clinical', 'after', 'end', 'point', 'prasugrel', 'and', 'assessed']","['incidence', 'clinical', 'after', 'point']"
184,an interaction between treatment effect and aspirin dosage has been reported for ticagrelor19 but not for prasugrel.20,['治疗效果与阿司匹林剂量之间的相互作用已被报告为Ticagrelor19但不是Prasugrel。'],0.6666666666666666,"['aspirin', 'dosage', 'interaction', 'treatment effect', 'but', 'and']","['aspirin', 'dosage', 'treatment effect', 'but']"
185,"however , the actual dose of aspirin in the present trial was 100 mg per day or less , as compared with a dose of 300 mg per day or more in 54 % of the U.S. patients in PLATO.19","['然而,目前的阿司匹林的实际剂量是每日100毫克或更少的,与美国54%的PLATO患者的每日300毫克或更少的剂量相比。']",0.3333333333333333,"['aspirin', 'actual', 'trial', 'present', 'with', 'dose']","['aspirin', 'dose']"
186,"the incidence of the primary end point in the ticagrelor group was close to the predicted event rate for that group ( 9.3 % and 10.0 % , respectively ) .",['图克格勒群体的主要终点的影响率接近该群体预测的事件率(分别为9.3%和10.0%)。'],0.3,"['group', 'incidence', 'rate', 'primary', 'end', 'point', 'event', 'that', 'and', 'close to']","['group', 'rate', 'point']"
187,"the incidence of myocardial infarction was lower in the present trial than in previous pivotal trials.4,5",['心脏病发作的发病率在目前的试验中低于以前的试验中。'],0.3333333333333333,"['myocardial infarction', 'incidence', 'previous', 'lower', 'trial', 'present']","['incidence', 'previous']"
188,this may be explained in part by differences in the definition of myocardial infarction .,['这部分可以由心脏病发作的定义中的差异解释。'],0.3333333333333333,"['part', 'myocardial infarction', 'be', 'definition', 'this', 'by']","['definition', 'by']"
189,the incidence of major bleeding was not higher in the prasugrel group than in the ticagrelor group .,['主要出血的发病率在 prasugrel 群体中不高于 ticagrelor 群体。'],0.6,"['bleeding', 'group', 'incidence', 'major', 'prasugrel']","['bleeding', 'group', 'incidence']"
190,"patients presented with pulmonary , gastrointestinal , and constitutional symptoms and varying degrees of respiratory failure .",['患有肺、肠道和宪法症状和不同程度的呼吸障碍的患者。'],0.0,"['gastrointestinal', 'symptoms', 'pulmonary', 'respiratory failure', 'constitutional', 'with', 'degrees', 'and']",[]
191,"most patients were young men ( median age , 19 ) .","['大多数患者是年轻人(平均年龄,19岁)。']",0.0,"['median age', 'young']",[]
192,"patients presented with constitutional symptoms ( most commonly , fever ) , dyspnea , cough , chest pain , and gastrointestinal complaints .","['患有宪法症状(最常见的,发烧), dyspnea, 咳嗽, 胸部疼痛, 和 胃肠道抱怨。']",0.2222222222222222,"['gastrointestinal', 'dyspnea', 'chest pain', 'symptoms', 'cough', 'constitutional', 'fever', 'with', 'and']","['gastrointestinal', 'cough']"
193,"more than half of patients were admitted to intensive care units , and one third received invasive mechanical ventilation .","['超过一半的病人被录取到强度护理单位,三分之一受到了侵入性机械通风。']",0.3333333333333333,"['half', 'mechanical ventilation', 'intensive care', 'to', 'and', 'third']","['half', 'mechanical ventilation']"
194,neutrophilic leukocytosis was common ; acute kidney injury was not .,['neutrophilic leukocytosis 是常见的; 急性肾损伤没有。'],0.25,"['common', 'kidney injury', 'neutrophilic', 'acute']",['kidney injury']
195,"one patient died in this cohort , and additional deaths have been reported in other areas .","['一名病人在此期间死亡,并在其他地区报告了额外的死亡。']",0.2857142857142857,"['additional', 'patient', 'cohort', 'have', 'this', 'in', 'and']","['additional', 'patient']"
196,this approach was better at limiting exacerbations than was daily corticosteroid therapy .,"['这种方法在限制恶化方面更好,而不是每日治疗甲状腺素。']",0.3333333333333333,"['approach', 'corticosteroid', 'therapy', 'limiting', 'at', 'this']","['therapy', 'this']"
197,inhaler adherence was 76 % .,['吸入器的粘贴率为76%。'],0.5,"['inhaler', 'adherence']",['inhaler']
198,we discuss this relatively new approach to mild asthma in more detail in a separate NEJM Journal Watch General MedicineClinical Spotlight feature .,['我们在一个单独的NEJM杂志观看通用医学临床照明功能中讨论了这种相对较新的轻微哮喘方法。'],0.1875,"['approach', 'feature', 'asthma', 'general', 'discuss', 'spotlight', 'detail', 'watch', 'journal', 'mild', 'this', 'in', 'separate', 'to', 'new', 'we']","['asthma', 'journal', 'new']"
199,vedolizumab was superior to adalimumab for achieving clinical remission of moderately to severely active ulcerative colitis .,"['vedolizumab 比 adalimumab 优越,以达到适度至严重活性溃<unk>炎的临床复发。']",0.125,"['superior', 'active', 'moderately', 'ulcerative colitis', 'clinical', 'remission', 'vedolizumab', 'to']",['clinical']
200,"standard dosing of vedolizumab and adalimumab were used , with no dose escalation permitted in either group .","['使用了标准剂量的Vedolizumab和Adalimumab,没有允许在任何群体中增加剂量。']",0.42857142857142855,"['group', 'standard', 'no', 'with', 'vedolizumab', 'dose', 'in']","['group', 'standard', 'dose']"
201,"among the 769 participants , clinical remission at week 52 ( the primary outcome ) was more frequently achieved in the vedolizumab group compared with the adalimumab group ( 31.3 % vs. 22.5 % ) ; endoscopic improvement also occurred more frequently in the vedolizumab group ( 39.7 % vs. 27.7 % ) .","['在769名参与者中,在第52周(初始结果)的临床衰退在Vedolizumab群体中比Adalimumab群体更频繁(31.3%与22.5%);在Vedolizumab群体中,内分泌改善也更频繁(39.7%与27.7%)。']",0.4166666666666667,"['group', 'improvement', 'outcome', 'frequently', 'primary', 'clinical', 'week', 'remission', 'with', 'achieved', 'vedolizumab', 'at']","['group', 'improvement', 'outcome', 'clinical', 'week']"
202,a difference of nearly 9 percentage points in the primary outcome translates to a number needed to treat of 11 to achieve one additional remission .,"['在初始结果中,几乎9个百分点的差异转化为需要处理的11个数字,以实现额外的折扣。']",0.5,"['percentage', 'outcome', 'treat', 'difference', 'primary', 'number', 'additional', 'remission', 'in', 'to']","['outcome', 'treat', 'difference', 'number', 'additional']"
203,"given its more favorable safety profile , vedolizumab might be the preferable first choice for moderately to severely active ulcerative colitis .","['由于其更有利的安全性,Vedolizumab可能是适度至严重活性<unk>疹的首选。']",0.2,"['safety', 'active', 'moderately', 'be', 'ulcerative colitis', 'profile', 'choice', 'vedolizumab', 'to', 'first']","['safety', 'to']"
204,"a case study provides support for pursuing this approach , but much more needs to be learned .","['一个案例研究为追求这种方法提供支持,但需要了解更多。']",0.2857142857142857,"['approach', 'support', 'be', 'case study', 'this', 'but', 'to']","['support', 'but']"
205,HIV uses the coreceptor CCR5 to infect CD4 + T cells .,['艾滋病毒使用 CCR5 调节器感染 CD4 + T 细胞。'],0.3333333333333333,"['HIV', 'coreceptor', 'T']",['HIV']
206,two people have been cured of HIV after being treated for malignancy with stem cell transplants from donors who lack this coreceptor .,"['两人接受了艾滋病毒的治疗后,他们接受了从捐赠者缺乏这种调节剂的干细胞移植的恶性治疗。']",0.46153846153846156,"['stem cell', 'HIV', 'coreceptor', 'lack', 'malignancy', 'who', 'after', 'transplants', 'being', 'with', 'have', 'this', 'two']","['stem cell', 'HIV', 'malignancy', 'after', 'transplants', 'two']"
207,he had been diagnosed with ALL and was in remission after standard chemotherapy .,"['他被诊断为全身,并在标准化疗后处于复发状态。']",0.5,"['chemotherapy', 'standard', 'after', 'remission', 'with', 'in']","['chemotherapy', 'standard', 'after']"
208,"donor cells with ablated CCR5 persisted for at least 19 months in the recipient , accounting for approximately 5 % of bone marrow cells .","['捐赠者细胞在受益者中至少持久了19个月,占骨髓细胞的约5%。']",0.2857142857142857,"['recipient', 'donor', 'bone marrow', '5', 'with', 'approximately', 'in']","['bone marrow', '5']"
209,"seven months after engraftment , the recipient underwent an ART interruption , during which his HIV RNA rebounded quickly .","['接收后七个月,接收者经历了ART中断,在此期间他的HIVRNA迅速恢复。']",0.5714285714285714,"['RNA', 'HIV', 'recipient', 'interruption', 'after', 'his', 'engraftment']","['RNA', 'HIV', 'interruption', 'after']"
210,"although insomnia increases risks for suicidality , we know little about whether insomnia treatments might be helpful .","['虽然失眠会增加自杀的风险,但我们很少知道失眠治疗是否有用。']",0.25,"['be', 'increases', 'insomnia', 'we']",['insomnia']
211,"SSRIs were fluoxetine ( 20 mg / day ) , sertraline ( 50 mg / day ) or citalopram ( 20 mg / day ) ; doses could be doubled after 4 weeks .","['SSRI 是 fluoxetine (20 mg / 天 ), sertraline (50 mg / 天 ) 或 citalopram (20 mg / 天 ) ; 剂量可以在 4 周后翻倍。']",0.3333333333333333,"['/', 'be', 'after', '4', 'fluoxetine', 'citalopram']","['be', 'after']"
212,"exclusions included bipolar disorder , schizophrenia , substance abuse , positive urine drug screen , severe obesity , and a positive screen for sleep apnea .","['排除包括双极障碍,精神分裂症,物质滥用,积极的尿液药物屏幕,严重的肥胖,以及睡眠失眠的积极屏幕。']",0.5454545454545454,"['urine', 'schizophrenia', 'sleep apnea', 'obesity', 'substance abuse', 'screen', 'bipolar disorder', 'drug', 'severe', 'positive', 'and']","['urine', 'schizophrenia', 'obesity', 'substance abuse', 'screen', 'drug']"
213,"at 8 weeks , ratings of insomnia and suicidal ideation fell in all groups .","['在8周,在所有群体中,失眠和自杀思想的评分下降。']",0.3333333333333333,"['suicidal', 'fell', 'ideation', 'insomnia', 'all', 'and']","['suicidal', 'insomnia']"
214,"decades ago , Swiss and German psychiatrists popularized dauerschlaf ( prolonged sleep therapy ) , now long out of favor , for severe psychoses .","['几十年前,瑞士和德国精神病学家普及了Dauerschlaf(延长睡眠疗法),现在很久没有支持,严重的精神病。']",0.3333333333333333,"['therapy', 'sleep', 'severe', 'prolonged', 'out', 'and']","['therapy', 'sleep']"
215,this study reminds us that attention to sleep quality might benefit both depression and suicidal ideation .,"['这项研究提醒我们,注意睡眠质量可能有利于抑郁和自杀的想法。']",0.5833333333333334,"['depression', 'quality', 'study', 'suicidal', 'sleep', 'ideation', 'benefit', 'attention', 'this', 'that', 'to', 'and']","['depression', 'quality', 'suicidal', 'sleep', 'benefit', 'attention', 'to']"
