,English,Chinese,Dictionary Accuracy,Terms,Correct Terms
540,"in patients with stable coronary artery disease and diabetes without a history of myocardial infarction or stroke , those who received ticagrelor plus aspirin had a lower incidence of ischemic cardiovascular events but a higher incidence of major bleeding than those who received placebo plus aspirin . ( Funded by AstraZeneca ; THEMIS ClinicalTrials.gov number , NCT01991795 . )",在没有心肌梗死或中风病史的稳定型冠状动脉疾病和糖尿病患者中，接受替格瑞洛联合阿司匹林治疗的患者与接受安慰剂联合阿司匹林治疗的患者相比，缺血性心血管事件发生率较低，但大出血发生率较高。 （由阿斯利康资助；THEMIS ClinicalTrials.gov 编号，NCT01991795。）,0.0,"['history', 'who']",[]
541,"therefore , aspirin alone , the standard therapy in this population , may not provide fully effective antithrombotic protection .",因此，单独使用阿司匹林作为这一人群的标准疗法，可能无法提供完全有效的抗血栓形成保护。,,[],[]
542,"ticagrelor , a reversible antagonist of the platelet P2Y12 receptor , has been shown to provide more consistent platelet inhibition than aspirin or clopidogrel.6",替格瑞洛是一种可逆的血小板 P2Y12 受体拮抗剂，已被证明可提供比阿司匹林或氯吡格雷更一致的血小板抑制作用。 6,1.0,['platelet'],['platelet']
543,the relative benefit of ticagrelor in these patients has been consistent regardless of the presence of diabetes .,无论是否存在糖尿病，替格瑞洛对这些患者的相对益处都是一致的。,,[],[]
544,"however , since patients with diabetes are at high baseline risk , they have had a large absolute benefit from the addition of ticagrelor to aspirin.9,10","然而，由于糖尿病患者的基线风险很高，他们从阿司匹林中加入替格瑞洛获得了很大的绝对益处。 9,10",,[],[]
545,whether patients with stable coronary artery disease and diabetes who do not have a history of myocardial infarction or stroke also derive benefit from dual antiplatelet therapy with ticagrelor plus aspirin is unclear .,没有心肌梗死或卒中病史的稳定型冠状动脉疾病和糖尿病患者是否也能从替格瑞洛联合阿司匹林的双重抗血小板治疗中获益尚不清楚。,0.0,"['history', 'who']",[]
546,"the Effect of Ticagrelor on Health Outcomes in Diabetes Mellitus Patients Intervention Study ( THEMIS ) was designed to test the efficacy and safety of ticagrelor , as compared with placebo , in addition to aspirin in this population .",在糖尿病患者干预研究 (THEMIS) 中，替格瑞洛对健康结果的影响旨在测试替格瑞洛与安慰剂以及阿司匹林在该人群中的疗效和安全性。,1.0,['health'],['health']
547,"AstraZeneca funded the trial , which was designed and overseen by an academic executive committee .",阿斯利康资助了该试验，该试验由学术执行委员会设计和监督。,,[],[]
548,all the trial centers obtained ethical approval according to local regulations .,所有试验中心均按当地法规获得伦理批准。,,[],[]
549,"site selection was conducted jointly by the national lead investigators and representatives of AstraZeneca , who performed site monitoring and supervision and handled the collection , storage , and analysis of the data .",选址由国家首席调查员和阿斯利康代表共同进行，他们负责现场监测和监督，并处理数据的收集、存储和分析。,0.0,['who'],[]
550,"the Baim Clinical Research Institute independently validated all the data that are reported , with funding from AstraZeneca .",Baim 临床研究所在阿斯利康的资助下独立验证了所有报告的数据。,,[],[]
551,all the authors contributed to the writing of the manuscript and made the decision to submit the manuscript for publication .,所有作者都对文稿的撰写做出了贡献，并做出了投稿发表的决定。,,[],[]
552,the authors vouch for the completeness and accuracy of the data and the analyses and for the fidelity of the trial to the protocol .,作者保证数据和分析的完整性和准确性，并保证试验对方案的忠实度。,,[],[]
553,the trial population consisted of patients who were 50 years of age or older and who had stable coronary artery disease and type 2 diabetes mellitus .,试验人群包括年龄在 50 岁或以上且患有稳定性冠状动脉疾病和 2 型糖尿病的患者。,0.0,['who'],[]
554,the presence of type 2 diabetes mellitus was determined by the receipt of an antihyperglycemic medication for at least 6 months .,2 型糖尿病的存在是通过接受抗高血糖药物治疗至少 6 个月来确定的。,,[],[]
555,"patients with known history of myocardial infarction or stroke were excluded , as were patients who were receiving dual antiplatelet therapy .",已知有心肌梗塞或中风病史的患者被排除在外，接受双重抗血小板治疗的患者也被排除在外。,0.0,"['history', 'who']",[]
556,randomization AND TREATMENT GROUPS,随机化和治疗组,,[],[]
557,patients were initially assigned to receive ticagrelor at a dose of 90 mg twice daily or matching placebo .,患者最初被分配接受每日两次 90 毫克剂量的替格瑞洛或匹配的安慰剂。,,[],[]
558,"secondary efficacy outcomes were tested hierarchically according to the following sequence : cardiovascular death , myocardial infarction , ischemic stroke , and death from any cause .",次要疗效结果按照以下顺序进行分层测试：心血管死亡、心肌梗死、缺血性卒中和全因死亡。,,[],[]
559,"the primary safety outcome was major bleeding , which was defined according to the TIMI classification .",主要安全性结果是大出血，这是根据 TIMI 分类定义的。,,[],[]
560,"an exploratory outcome of net irreversible harm was prespecified as a composite of death from any cause , myocardial infarction , stroke , fatal bleeding , or intracranial hemorrhage .",净不可逆伤害的探索性结果被预先指定为全因死亡、心肌梗死、中风、致命性出血或颅内出血的复合结果。,,[],[]
561,the definitions of all trial outcomes are provided in the Supplementary Appendix .,补充附录中提供了所有试验结果的定义。,,[],[]
562,we estimated that the annual event rate in the placebo group would be 2.5 % .,我们估计安慰剂组的年事件发生率为 2.5%。,0.0,['annual'],[]
563,"we determined that the occurrence of 1385 primary outcome events would provide the trial with a power of 90 % , assuming a 16 % lower risk of a primary outcome event in the ticagrelor group than in the placebo group.11",我们确定 1385 次主要结果事件的发生将为试验提供 90 % 的功效，假设替格瑞洛组中主要结果事件的风险比安慰剂组低 16 % 11。,,[],[]
564,"safety analyses were performed in the safety analysis set , which included all the patients who had received at least one dose of ticagrelor or placebo , with patients evaluated according to the one they actually received .",安全性分析在安全性分析集中进行，其中包括接受过至少一剂替格瑞洛或安慰剂的所有患者，并根据实际接受的剂量对患者进行评估。,0.0,['who'],[]
565,"confidence intervals for secondary and exploratory efficacy end points have not been adjusted for multiple comparisons , so inferences drawn from these intervals may not be reproducible .",次要和探索性疗效终点的置信区间尚未针对多重比较进行调整，因此从这些区间得出的推论可能无法重现。,,[],[]
566,"to assess possible effects of missing data in the ticagrelor group , the event rate in the placebo group was used to estimate the intensity of a Poisson process .",为了评估替格瑞洛组缺失数据的可能影响，安慰剂组的事件发生率用于估计泊松过程的强度。,0.0,['process'],[]
567,the comparison between ticagrelor and placebo was recalculated with these additional events .,替格瑞洛和安慰剂之间的比较是根据这些额外的事件重新计算的。,,[],[]
568,"to estimate the interaction between the trial group and prespecified subgroups , we added to the model the trial group , subgroup , and interaction term between trial group and subgroup .",为了估计试验组和预先指定的亚组之间的相互作用，我们在模型中添加了试验组、亚组以及试验组和亚组之间的相互作用项。,,[],[]
569,specific analyses were also prespecified to test the consistency of effect for the two doses of ticagrelor .,还预先指定了具体分析，以测试两种替格瑞洛剂量的效果一致性。,,[],[]
570,primary efficacy and safety analyses were repeated in the subgroup of patients who had undergone randomization after the reduction in the dose of ticagrelor .,在替格瑞洛剂量减少后接受随机分组的患者亚组中重复了主要疗效和安全性分析。,0.0,['who'],[]
571,"from February 10 , 2014 , to May 24 , 2016 , a total of 20,108 patients were enrolled .",2014年2月10日至2016年5月24日，共纳入20108例患者。,,[],[]
572,"of these patients , 19,271 underwent randomization at 1315 sites in 42 countries in North America , South America , Asia , Africa , Australia , and Europe .","在这些患者中，有 19,271 人在北美、南美、亚洲、非洲、澳大利亚和欧洲 42 个国家的 1315 个地点接受了随机分组。",,[],[]
573,one site that had enrolled 51 patients was closed by the sponsor before unblinding owing to inadequate adherence to good clinical practice in a different trial.11,由于在另一项试验中未能充分遵守良好的临床实践，一个已招募 51 名患者的研究中心在揭盲前被申办者关闭。 11,,[],[]
574,"the last visit with a trial patient was conducted on January 25 , 2019 .",对试验患者的最后一次访问是在 2019 年 1 月 25 日进行的。,,[],[]
575,"the censoring date for the efficacy analyses was October 29 , 2018 .",疗效分析的审查日期为 2018 年 10 月 29 日。,,[],[]
576,the characteristics of the patients were well balanced between the two groups ( Table 1 ) .,两组患者的特征均衡（表1）。,,[],[]
577,"the median age was 66 years , and 31.4 % of the patients were women .",中位年龄为 66 岁，31.4% 的患者为女性。,,[],[]
578,"a total of 58.0 % of the patients had undergone PCI ( with or without stent placement ) , 21.8 % had undergone CABG but not PCI , and 7.0 % had undergone both PCI and CABG ; 20.2 % had no history of coronary revascularization and had received only medical treatment .",共有58.0%的患者接受了PCI（有或没有放置支架），21.8%的患者接受了CABG但未接受PCI，7.0%的患者同时接受了PCI和CABG。 20.2% 没有冠状动脉血运重建史，只接受过药物治疗。,0.0,['history'],[]
579,patients had received a diagnosis of diabetes a median of 10.0 years before randomization .,患者在随机分组前被诊断为糖尿病的时间中位数为 10.0 年。,,[],[]
580,most of the patients were receiving two or more antihyperglycemic medications ( Table S2 in the Supplementary Appendix ) .,大多数患者正在接受两种或更多种降糖药（补充附录表 S2）。,,[],[]
581,"more than half the patients were taking metformin , and more than 20 % were receiving insulin .",超过一半的患者服用二甲双胍，超过 20% 的患者服用胰岛素。,,[],[]
582,efficacy outcomes are summarized in Table 2 .,表 2 总结了疗效结果。,,[],[]
583,the number of patients who would need to be treated to prevent one primary event at 36 months was 138 .,在 36 个月时需要接受治疗以预防一次主要事件的患者人数为 138 人。,0.0,['who'],[]
584,the lower frequency of the primary composite outcome in the ticagrelor group was driven by lower incidences of myocardial infarction and stroke than in the placebo group .,与安慰剂组相比，替格瑞洛组主要复合结局发生率较低是由于心肌梗死和中风的发生率较低。,,[],[]
585,secondary efficacy outcomes were analyzed according to a prespecified hierarchy that started with cardiovascular death .,根据从心血管死亡开始的预设等级分析次要疗效结局。,,[],[]
586,additional secondary efficacy outcomes are presented in Table 2 ; there were fewer myocardial infarctions and fewer ischemic strokes in the ticagrelor group than in the placebo group .,其他次要疗效结果见表 2；与安慰剂组相比，替格瑞洛组的心肌梗死和缺血性卒中发生率更低。,,[],[]
587,adjudicated causes of death are provided in Table S3 in the Supplementary Appendix .,补充附录表 S3 提供了裁定死因。,,[],[]
588,"fatal myocardial infarction and fatal strokes accounted for 51 and 52 deaths , respectively , out of a total 1166 deaths .",在 1166 例死亡病例中，致命性心肌梗死和致命性中风分别占 51 例和 52 例。,,[],[]
589,"in a prespecified exploratory analysis , the number of events of the composite of acute limb ischemia or major amputation was lower with ticagrelor than with placebo ( hazard ratio , 0.45 ; 95 % CI , 0.23 to 0.86 ) .",在预先指定的探索性分析中，替格瑞洛组的急性肢体缺血或重大截肢复合事件的数量低于安慰剂组（风险比，0.45；95% CI，0.23 至 0.86）。,,[],[]
590,we conducted a prespecified sensitivity analysis of the primary outcome to account for the reduction in the ticagrelor dose during the trial ; the results were consistent with those of the primary analysis ( Table S4 in the Supplementary Appendix ) .,我们对主要结局进行了预先指定的敏感性分析，以说明试验期间替格瑞洛剂量的减少；结果与主要分析的结果一致（补充附录表S4）。,,[],[]
591,"in a sensitivity analysis performed to assess the possible effects of missing data , it was estimated that 757 primary outcome events ( 7.9 % ) would have occurred in the ticagrelor group , resulting in a hazard ratio of 0.93 ( 95 % CI , 0.84 to 1.02 ) .",在为评估缺失数据的可能影响而进行的敏感性分析中，估计替格瑞洛组会发生 757 次主要结果事件 ( 7.9 % ) ，导致风险比为 0.93 （ 95 % CI ， 0.84 至 1.02 ） .,,[],[]
592,selected prespecified subgroup analyses for the primary efficacy outcome are provided in Figure S4 in the Supplementary Appendix .,主要疗效结局的选定预设亚组分析见补充附录图 S4。,,[],[]
593,there was a modest variation in treatment benefit according to the date of censoring of events relative to last dose of ticagrelor or placebo ( Table S6 in the Supplementary Appendix ) .,根据与替格瑞洛或安慰剂末次剂量相关的事件删失日期，治疗获益略有不同（补充附录表 S6）。,,[],[]
594,serious adverse events were slightly less frequent with ticagrelor than with placebo ( 31.9 % vs. 33.7 % ) .,替格瑞洛组的严重不良事件发生率略低于安慰剂组（31.9% 对 33.7%）。,,[],[]
595,"adverse events of interest occurred more frequently with ticagrelor than with placebo , a difference that was driven by a greater frequency of dyspnea in the ticagrelor group ( Table 3 ) .",与安慰剂组相比，替格瑞洛组感兴趣的不良事件发生频率更高，这是由替格瑞洛组呼吸困难频率更高所致（表 3）。,,[],[]
596,results that were consistent with the primary safety analysis were observed for other bleeding definitions .,对于其他出血定义，观察到与主要安全性分析一致的结果。,,[],[]
597,"intracranial hemorrhage was more frequent with ticagrelor than with placebo , with 70 events and 46 events , respectively ( 0.7 % vs. 0.5 % ; hazard ratio , 1.71 ; 95 % CI , 1.18 to 2.48 ; P = 0.005 ) .",替格瑞洛组的颅内出血发生率高于安慰剂组，分别为 70 起事件和 46 起事件（0.7% 对 0.5%；风险比，1.71；95% CI，1.18 至 2.48；P = 0.005）。,,[],[]
598,selected prespecified subgroup analyses for the primary safety outcome are presented in Figure S5 in the Supplementary Appendix .,主要安全性结局的选定预设亚组分析见补充附录图 S5。,,[],[]
599,"rates of discontinuation were high in the two groups but were higher in the ticagrelor group , primarily due to an increased risk of bleeding and dyspnea .",两组的停药率都很高，但替格瑞洛组的停药率更高，这主要是由于出血和呼吸困难的风险增加。,,[],[]
600,prespecified analyses that were performed according to dose provided results consistent with those in the primary analysis .,根据剂量进行的预设分析提供的结果与主要分析中的结果一致。,,[],[]
601,"however , the prevention of ischemic events did not translate into a lower risk of cardiovascular death , presumably because fatal myocardial infarction and fatal stroke accounted for only a small fraction of all deaths ( 4.4 % and 4.5 % , respectively ) .",然而，预防缺血性事件并未转化为心血管死亡风险的降低，这可能是因为致命性心肌梗死和致命性中风仅占所有死亡的一小部分（分别为 4.4% 和 4.5%）。,,[],[]
602,"the observed 10 % lower incidence of ischemic events in the ticagrelor group , although significant , was less than the 16 % lower incidence assumed at the time of the trial design .",在替格瑞洛组观察到的缺血事件发生率降低了 10%，尽管意义重大，但低于试验设计时假定的 16% 发生率。,,[],[]
603,"in THEMIS , dual antiplatelet therapy with ticagrelor was associated with a higher frequency of intracranial hemorrhage than placebo .",在 THEMIS 中，与安慰剂相比，使用替格瑞洛的双重抗血小板治疗与更高的颅内出血频率相关。,,[],[]
604,"in the past , increases in the incidence of intracranial hemorrhage with dual antiplatelet therapy have been reported with ticagrelor , 7 clopidogrel , 24 and prasugrel.22,25","过去曾有报道称，使用替卡格雷 7 氯吡格雷 24 和普拉格雷 22, 25 进行双重抗血小板治疗会增加颅内出血的发生率。",,[],[]
605,the ongoing TWILIGHT trial is testing a similar strategy.32,正在进行的 TWILIGHT 试验正在测试一种类似的策略。 32,,[],[]
606,"in conclusion , in patients with stable coronary artery disease and type 2 diabetes who did not have a history of myocardial infarction or stroke , ticagrelor plus aspirin was associated with a lower incidence of ischemic events than placebo plus aspirin at the expense of a higher incidence of major bleeding , including intracranial hemorrhage .",总之，在没有心肌梗死或中风病史的稳定型冠状动脉疾病和2型糖尿病患者中，替格瑞洛加阿司匹林与安慰剂加阿司匹林相比，缺血事件发生率较低，但代价是缺血事件发生率较高。大出血，包括颅内出血。,0.0,"['history', 'who']",[]
607,"as a result , there was no significantly lower incidence of the exploratory composite outcome of efficacy and safety with ticagrelor than with placebo .",因此，与安慰剂相比，替格瑞洛的有效性和安全性探索性复合结果的发生率没有显着降低。,,[],[]
608,hypertension is a powerful risk factor for ischemic and hemorrhagic stroke .,高血压是缺血性和出血性中风的重要危险因素。,,[],[]
609,"the effects of blood pressure ( BP ) values and trajectories in midlife on subsequent brain morphologic changes are less clear , as is the effect of midlife hypertension on later cognitive decline .",中年时期的血压 (BP) 值和轨迹对随后的大脑形态变化的影响不太清楚，中年高血压对后来认知能力下降的影响也是如此。,,[],[]
610,participants also underwent amyloid PET scanning and cognitive testing .,参与者还接受了淀粉样蛋白 PET 扫描和认知测试。,,[],[]
611,"of 465 participants ( mean age , 71 ; 51 % men ) who completed imaging and cognitive testing , 18 % were amyloid positive on PET imaging and 29 % were carriers of the Apo E ℇ4 allele .",在完成成像和认知测试的 465 名参与者（平均年龄 71 岁；51% 为男性）中，18% 的淀粉样蛋白在 PET 成像中呈阳性，29% 是 Apo Eℇ4 等位基因的携带者。,0.5,"['allele', 'who']",['allele']
612,"at age 69 , mean BP was 132 / 73 mm Hg and 40 % of participants were taking antihypertensive medication .",69 岁时，平均血压为 132 / 73 毫米汞柱，40% 的参与者正在服用抗高血压药物。,,[],[]
613,"higher systolic or diastolic BP at age 53 years , and higher BP increases between ages 43 and 53 , were associated with increases in later WMHV .",53 岁时较高的收缩压或舒张压以及 43 岁和 53 岁之间较高的血压增幅与后期 WMHV 的增高有关。,,[],[]
614,"for every 10 mm Hg increase in systolic BP at age 53 , subsequent WMHV increased by 7 % ; for comparable increases in diastolic BP , WMHV increased by 15 % .",53 岁时收缩压每增加 10 毫米汞柱，随后的 WMHV 就会增加 7%；对于可比较的舒张压增加，WMHV 增加了 15%。,,[],[]
615,"the greater the increase in BP between ages 36 and 43 , the smaller the hippocampal volume at ages 69 to 71 years .",36 岁至 43 岁之间血压升高越大，69 至 71 岁时海马体积越小。,,[],[]
616,absolute BP values or BP changes were not linked with amyloid positivity or overall cognitive scores .,绝对血压值或血压变化与淀粉样蛋白阳性或总体认知评分无关。,,[],[]
617,BP screening and control in early adulthood could have important benefits .,在成年早期筛查和控制血压可能有重要的好处。,,[],[]
618,"these lesions are thought to represent small vessel disease , and accumulation of WMLs has been associated with cognitive impairment and gait disorders .",这些病变被认为代表小血管疾病，而 WMLs 的积累与认知障碍和步态障碍有关。,,[],[]
619,the objective of the substudy was to evaluate the effect of different BP treatments on the progression of WMLs of presumed ischemic origin .,该子研究的目的是评估不同 BP 治疗对推测为缺血性起源的 WML 进展的影响。,0.0,['objective'],[]
620,effect on brain volume was a secondary goal .,对脑容量的影响是次要目标。,,[],[]
621,neurologists should support achievement of lower BP targets .,神经科医生应该支持实现较低的血压目标。,,[],[]
622,participants were enrolled at a relatively advanced age ; it would be of interest to know if intensive BP control has greater benefits in midlife .,参加者年龄相对较大；了解强化 BP 控制是否对中年人有更大的益处将很有意义。,,[],[]
623,"also , SPRINT excluded patients with diabetes mellitus and those with previous strokes .",此外，SPRINT 还排除了患有糖尿病和既往中风的患者。,,[],[]
624,"because BMI does not differentiate between fat and lean body mass , researchers in another Mendelian randomization study have now ascertained whether fat per se is causally associated with depression .",由于 BMI 不能区分脂肪和瘦体重，另一项孟德尔随机研究的研究人员现已确定脂肪本身是否与抑郁症有因果关系。,0.0,['fat'],[]
625,the two data sources shared approximately 6.5 million single nucleotide polymorphisms ( SNPs ) .,这两个数据源共享大约 650 万个单核苷酸多态性 (SNP)。,0.0,['nucleotide'],[]
626,"conversely , depression was not a risk factor for any of the anthropometric measures .",相反，抑郁症不是任何人体测量指标的危险因素。,,[],[]
627,SNPs associated with short stature contributed causally but modestly to risk for depression .,与身材矮小相关的 SNP 对抑郁症的风险有一定的因果作用，但影响不大。,,[],[]
628,"based on the reasonable assumption that SNPs associated with anthropometric traits are causal for those traits , these findings suggest that body fat mass contributes causally to the risk for depression .",基于与人体测量特征相关的 SNP 是这些特征的因果关系的合理假设，这些发现表明体脂肪量与抑郁症的风险有因果关系。,0.0,['fat'],[]
629,clinicians can be alert to these connections in assessing and managing patients struggling with weight and mood .,临床医生在评估和管理与体重和情绪作斗争的患者时可以警惕这些联系。,,[],[]
630,"in the face of preeclampsia , a central clinical decision is when to plan delivery .",面对先兆子痫，一个主要的临床决定是何时计划分娩。,,[],[]
631,"to assess delivery strategy , U.K. investigators randomized 900 women with preeclampsia without severe features ( median gestational age at diagnosis , 35.6 weeks ) to immediate delivery or expectant management .",为评估分娩策略，英国研究人员将 900 名没有严重特征（诊断时的中位孕龄为 35.6 周）的先兆子痫妇女随机分为立即分娩或期待治疗。,,[],[]
632,"median gestational age at birth was 36.0 weeks ( immediate delivery ) and 36.7 weeks ( expectant management ) , and cesarean delivery rates were 55 % and 61 % , respectively .",出生时的中位胎龄为 36.0 周（立即分娩）和 36.7 周（期待治疗），剖宫产率分别为 55% 和 61%。,,[],[]
633,expectant management is an option if maternal blood pressure and laboratory testing are stable .,如果产妇血压和实验室检查稳定，期待治疗是一种选择。,,[],[]
634,"immediate delivery is warranted if the preeclampsia progresses ( e.g. , rising maternal blood pressure , worrisome findings upon maternal or fetal testing ) or at the onset of preeclampsia with severe features .",如果先兆子痫进展（例如，母体血压升高，母体或胎儿检测结果令人担忧）或具有严重特征的先兆子痫发作，则需要立即分娩。,,[],[]
635,"based on these results , increasing intake of PUFAs for preventing or treating diabetes is not recommended .",基于这些结果，不建议为了预防或治疗糖尿病而增加多不饱和脂肪酸的摄入量。,,[],[]
636,Obverse differences were noted for sedentary time .,久坐时间存在显着差异。,,[],[]
637,the maximum risk reductions occurred at 375 minutes of light activity and 24 minutes of vigorous activity daily .,最大的风险降低发生在每天 375 分钟的轻度活动和 24 分钟的剧烈活动中。,,[],[]
638,"however , some residual confounding ( in which low levels of activity resulted in part from medical conditions that accelerate mortality ) seems likely in this analysis , despite statistical adjustment for some comorbidities .",然而，尽管对一些合并症进行了统计调整，但在该分析中似乎可能存在一些残留混杂因素（其中低水平的活动部分是由加速死亡率的医疗条件导致的）。,,[],[]
639,"a retrospective study suggests that we should look at overall cardiovascular risk , regardless of baseline BP .",一项回顾性研究表明，无论基线血压如何，我们都应该关注总体心血管风险。,,[],[]
640,"should treatment to lower blood pressure ( BP ) be initiated based on baseline BP , overall cardiovascular ( CV ) risk , or a combination of the two ?",是否应该根据基线血压、总体心血管 (CV) 风险或两者的组合来开始降低血压 (BP) 的治疗？,,[],[]
641,"more patients were eligible for treatment based on high BP alone than with any of the other strategies ( 39 % vs. 22 % , 27 % , and 29 % ) .",与任何其他策略相比，更多的患者有资格接受仅基于高血压的治疗（39% 对 22%、27% 和 29%）。,,[],[]
642,"these data suggest that treatment to lower BP is most efficient when it is targeted to patients with elevated CV risk , regardless of baseline BP .",这些数据表明，无论基线血压如何，当针对心血管风险升高的患者时，降低血压的治疗最有效。,,[],[]
643,the differences in secondary end points were generally in the same direction as those of the primary end point .,次要终点的差异与主要终点的差异大致相同。,,[],[]
644,there were no serious adverse events .,没有严重的不良事件。,,[],[]
645,"Neurosteroids , which are synthesized from cholesterol in the brain , are potent modulators of GABA and glutamate.16",由大脑中的胆固醇合成的神经类固醇是 GABA 和谷氨酸的有效调节剂。 16,1.0,['cholesterol'],['cholesterol']
646,"despite their steroid structure , their target activity and pharmacologic characteristics are distinct from those of glucocorticoids and differ in both genomic and nongenomic effects.17,18","尽管它们具有类固醇结构，但它们的目标活性和药理学特征与糖皮质激素不同，并且在基因组和非基因组效应方面也不同。 17,18",,[],[]
647,"preclinical studies have shown that the naturally occurring neurosteroid allopregnanolone is a positive allosteric modulator of synaptic and extrasynaptic GABAA receptors that affects both phasic and tonic inhibition of neurons.16,19","临床前研究表明，天然存在的神经类固醇四氢孕酮是突触和突触外 GABAA 受体的正变构调节剂，可影响神经元的阶段性和强直性抑制。 16,19",0.0,"['allosteric modulator', 'synaptic']",[]
648,"with experimental chronic stress , however , levels of allopregnanolone in the brain decrease , and behavioral changes normalize after treatments that increase allopregnanolone levels.19,22,23","然而，随着实验性慢性应激，大脑中四氢孕酮的水平会降低，而在提高四氢孕酮水平的治疗后，行为变化会恢复正常。 19,22,23",,[],[]
649,reduced levels of allopregnanolone in the cerebrospinal fluid normalize after successful treatment of depression with antidepressants.24,在用抗抑郁药成功治疗抑郁症后，脑脊液中四氢孕酮水平的降低会恢复正常。 24,,[],[]
650,"the results of the pilot trial are provided in the Supplementary Appendix , available at NEJM.org .",试点试验的结果见补充附录，补充附录可在 NEJM.org 获取。,,[],[]
651,this phase 2 trial was conducted at eight sites in the United States from April 2017 through October 2017 .,该 2 期试验于 2017 年 4 月至 2017 年 10 月在美国的八个地点进行。,,[],[]
652,a list of sites and principal investigators is provided in the Supplementary Appendix .,补充附录中提供了研究中心和主要研究者的列表。,,[],[]
653,"approval was obtained from the institutional review board at each site , and written informed consent was obtained from each patient .",获得各研究中心机构审查委员会的批准，并获得每位患者的书面知情同意书。,,[],[]
654,confidentiality agreements exist between the authors and Sage Therapeutics .,作者与 Sage Therapeutics 之间存在保密协议。,,[],[]
655,we recruited patients from outpatient clinics and by using advertising materials approved by the institutional review boards .,我们从门诊诊所招募患者，并使用机构审查委员会批准的广告材料。,,[],[]
656,patients were admitted as inpatients for the first week of the trial to facilitate daily assessments .,患者在试验的第一周作为住院患者入院，以促进日常评估。,,[],[]
657,"during the 4 weeks after the treatment period , primary psychiatrists or investigators could adjust the dose of existing antidepressants or prescribe new antidepressants for patients as appropriate .",在治疗期结束后的4周内，初级精神科医生或研究者可酌情调整现有抗抑郁药的剂量或开出新的抗抑郁药给患者。,,[],[]
658,"the diagnosis of depression was made with the use of the Structured Clinical Interview for Diagnostic and Statistical Manual of Mental Disorders , fifth edition , Axis I disorders.35",抑郁症的诊断是使用《精神疾病诊断和统计手册结构化临床访谈》第五版，Axis I disorders.35,,[],[]
659,patients were eligible to participate if they had been receiving stable doses of antidepressants for at least 30 days or if they were not taking antidepressants .,如果患者已经接受稳定剂量的抗抑郁药至少 30 天，或者如果他们没有服用抗抑郁药，则他们有资格参加。,,[],[]
660,a full list of inclusion and exclusion criteria is provided in the Supplementary Appendix .,补充附录中提供了包含和排除标准的完整列表。,,[],[]
661,"safety was assessed on the basis of the frequency and severity of adverse events , vital signs , changes in clinical laboratory measurements , physical examinations , electrocardiography , the Stanford Sleepiness Scale , and assessment of suicidal ideation and behavior with the use of the Columbia Suicide Severity Rating Scale .",安全性的评估依据是不良事件的频率和严重程度、生命体征、临床实验室测量值的变化、身体检查、心电图、斯坦福嗜睡量表，以及使用哥伦比亚自杀严重程度等级对自杀意念和行为的评估。规模 。,0.0,['behavior'],[]
662,"continuous variables are reported as means and standard deviations , and categorical variables as numbers and percentages .",连续变量报告为均值和标准差，分类变量报告为数字和百分比。,,[],[]
663,"statistical analyses were performed with the use of SAS software , version 9.3 ( SAS Institute ) .",使用 SAS 软件 9.3 版（SAS Institute）进行统计分析。,,[],[]
664,"there was no plan for imputation of missing data , but sensitivity analyses were performed to assess the effect of missing data .",没有填补缺失数据的计划，但进行了敏感性分析以评估缺失数据的影响。,,[],[]
665,the statistical analysis plan did not include a provision for correction for multiplicity when the analyses of secondary end points were performed .,统计分析计划不包括在执行次要终点分析时对多重性进行校正的规定。,,[],[]
666,"therefore , the results are reported as point estimates and unadjusted 95 % confidence intervals and should not be used to infer treatment effects .",因此，结果报告为点估计值和未调整的 95% 置信区间，不应用于推断治疗效果。,,[],[]
667,"a total of 169 patients were screened , of whom 89 were enrolled and underwent randomization .",总共筛选了 169 名患者，其中 89 名被纳入并接受了随机分组。,,[],[]
668,results for secondary end points are shown in Table 2 .,表 2 显示了次要终点的结果。,,[],[]
669,there were no serious adverse events and no deaths during this trial .,在该试验期间没有严重的不良事件，也没有死亡。,,[],[]
670,"subjective sleepiness , as assessed with the use of the Stanford Sleepiness Scale , was similar in the two groups .",使用斯坦福嗜睡量表评估的主观嗜睡在两组中相似。,,[],[]
671,no patients in the placebo group had dose reductions .,安慰剂组中没有患者剂量减少。,,[],[]
672,"these findings may support a role for GABAA receptors in the pathophysiology of depression.4,38","这些发现可能支持 GABAA 受体在抑郁症病理生理学中的作用。 4,38",,[],[]
673,"data were missing for approximately 5 % of patients in each group , but sensitivity analyses suggested that this did not alter the conclusions with respect to the primary end point of the trial .",每组中约有 5% 的患者数据缺失，但敏感性分析表明这不会改变试验主要终点的结论。,,[],[]
674,"the current trial did not include an active comparator group , which limits comparison of the results with those of available antidepressants .",目前的试验不包括一个积极的比较组，这限制了结果与现有抗抑郁药的比较。,,[],[]
675,the diagnosis of atrial fibrillation ( AF ) requires an electrocardiogram ( ECG ) during an AF episode although structural atrial changes and grossly abnormal ECG findings such as left atrial enlargement can also point to AF .,心房颤动 (AF) 的诊断需要在 AF 发作期间进行心电图 (ECG)，但结构性心房变化和严重异常的 ECG 结果（如左心房扩大）也可能指向 AF。,0.0,['atrial'],[]
