,English,Chinese,Dictionary Accuracy,Terms,Correct Terms
888,"also , change in LVEF , a surrogate outcome , failed to correspond with benefit .",此外，作为替代结果的 LVEF 的变化与获益不符。,0.375,"['surrogate', 'outcome', 'change', 'benefit', 'with', 'correspond', 'in', 'to']","['surrogate', 'outcome', 'change']"
889,I have some concerns about testing for interactions in relatively small groups .,我对在相对较小的群体中测试交互有一些担忧。,0.3333333333333333,"['testing', 'I', 'have']",['have']
890,we need larger studies to be certain about these findings .,我们需要更大规模的研究来确定这些发现。,0.2,"['need', 'be', 'certain', 'to', 'we']",['need']
891,"nevertheless , until people can demonstrate the value of testing for myocardial viability in patients with ischemic cardiomyopathy , we should hold off using these tests for similar patients to inform decisions .",尽管如此，在人们能够证明检测缺血性心肌病患者心肌活力的价值之前，我们应该推迟对类似患者使用这些检测来做出决定。,0.16666666666666666,"['value', 'viability', 'inform', 'cardiomyopathy', 'myocardial', 'testing', 'with', 'to', 'hold', 'ischemic', 'similar', 'we']","['value', 'cardiomyopathy']"
892,more patients receiving the standard dose versus dose escalation had KRAS mutation ( 55 % vs. 39 % ) .,更多接受标准剂量与剂量递增的患者有 KRAS 突变（55% 对 39%）。,1.0,"['standard', 'mutation', 'dose']","['standard', 'mutation', 'dose']"
893,these results show that dose escalation of regorafenib does not appear to compromise the modest efficacy of this agent and support the use of this strategy in clinical practice .,这些结果表明，瑞戈非尼的剂量增加似乎不会损害该药物的适度疗效，并支持在临床实践中使用该策略。,0.46153846153846156,"['support', 'strategy', 'clinical', 'practice', 'efficacy', 'compromise', 'agent', 'dose', 'regorafenib', 'this', 'that', 'to', 'and']","['support', 'strategy', 'clinical', 'practice', 'dose', 'regorafenib']"
894,a small multicenter study shows durable improvement in T2D indicators at 1 year after endoscopic duodenal mucosal resurfacing .,一项小型多中心研究表明，在内窥镜十二指肠粘膜表面重修术后 1 年，T2D 指标得到持久改善。,0.4444444444444444,"['improvement', 'year', '1', 'mucosal', 'duodenal', 'study', 'after', 'at', 'in']","['improvement', 'year', '1', 'after']"
895,"exclusion of the duodenum through bariatric surgery has shown immediate benefit of improved glycemic control , independent of weight loss , in obese patients with type 2 diabetes mellitus ( T2D ) .",通过减肥手术切除十二指肠已显示，在患有 2 型糖尿病 (T2D) 的肥胖患者中，独立于体重减轻，可以直接改善血糖控制。,0.46153846153846156,"['type', 'control', '2', 'surgery', 'exclusion', 'diabetes mellitus', 'obese', 'duodenum', 'independent', 'immediate', 'benefit', 'with', 'weight loss']","['type', 'control', '2', 'surgery', 'diabetes mellitus', 'duodenum']"
896,endoscopic duodenal mucosal resurfacing ( DMR ) - a new minimally invasive technique that involves circumferential hydrothermal ablation of the postampullary duodenal mucosa - might present a novel approach to improving glycemic control in T2D .,内窥镜十二指肠粘膜表面重修术 (DMR) - 一种新的微创技术，涉及壶腹后十二指肠粘膜的环状水热消融 - 可能会提供一种改善 T2D 血糖控制的新方法。,0.35714285714285715,"['approach', 'control', 'mucosal', 'duodenal', 'hydrothermal', 'ablation', 'novel', 'technique', 'present', '-', 'that', 'in', 'to', 'new']","['control', 'mucosal', 'ablation', 'technique', 'new']"
897,"at 24 weeks postprocedure , there were improvements in parameters of T2D , including glycated hemoglobin ( HbA1c ) level ( − 10 mmol / mol ) , fasting plasma glucose ( − 1.7 mmol / L ) , and homeostatic model assessment for insulin resistance ( − 2.9 ) , which were each sustained at 12 months .",术后 24 周，T2D 参数有所改善，包括糖化血红蛋白 ( HbA1c ) 水平 ( − 10 mmol / mol ) 、空腹血糖 ( − 1.7 mmol / L ) 和胰岛素抵抗的稳态模型评估 ( − 2.9 ) ，每一个持续 12 个月。,0.3076923076923077,"['glucose', 'plasma', 'model', 'hemoglobin', '/', 'assessment', 'fasting', 'insulin resistance', 'level', 'at', 'mol', 'each', 'and']","['model', 'hemoglobin', 'assessment', 'level']"
898,change in HbA1c did not correlate with weight loss .,HbA1c 的变化与体重减轻无关。,0.25,"['change', 'with', 'weight loss', 'in']",['change']
899,it is fascinating that the duodenum has such an important role in T2D and potential role in insulin regulation .,令人着迷的是，十二指肠在 T2D 中具有如此重要的作用，并且在胰岛素调节中具有潜在作用。,0.5714285714285714,"['insulin', 'regulation', 'potential', 'role', 'duodenum', 'that', 'and']","['insulin', 'regulation', 'role', 'duodenum']"
900,further research is needed to define which patients with T2D would most benefit from this approach and to standardize endoscopic DMR technique .,需要进一步的研究来确定哪些 T2D 患者最能从这种方法中受益，并使内窥镜 DMR 技术标准化。,0.25,"['approach', 'research', 'technique', 'benefit', 'with', 'this', 'to', 'and']","['research', 'technique']"
901,"moreover , carefully controlled studies are needed before DMR is used clinically in T2D .",此外，在将 DMR 临床用于 T2D 之前，需要进行仔细的对照研究。,0.3333333333333333,"['controlled', 'before', 'in']",['before']
902,"however , these results support the concept of an effective endoscopic intervention to favorably alter metabolism .",然而，这些结果支持有效的内窥镜干预以有利地改变新陈代谢的概念。,0.6,"['metabolism', 'support', 'intervention', 'concept', 'to']","['metabolism', 'support', 'concept']"
903,"compared with placebo , ursodeoxycholic acid modestly improved pruritis but did not reduce adverse perinatal outcomes .",与安慰剂相比，熊去氧胆酸适度改善了瘙痒症，但并未减少不良的围产期结局。,0.42857142857142855,"['placebo', 'perinatal', 'reduce', 'ursodeoxycholic acid', 'adverse', 'with', 'but']","['placebo', 'ursodeoxycholic acid', 'but']"
904,"ursodeoxycholic acid and placebo resulted in similar rates of preterm birth ( 17 % and 20 % ; risk ratio , 0.79 ) and admission to the neonatal intensive care unit ( 14 % and 17 % ; RR , 0.81 ) .",熊去氧胆酸和安慰剂导致相似的早产率（17% 和 20%；风险比，0.79）和进入新生儿重症监护病房的比率（14% 和 17%；RR，0.81）。,0.6363636363636364,"['placebo', 'neonatal', 'ratio', 'admission', 'birth', 'ursodeoxycholic acid', 'intensive care unit', 'risk', 'to', 'and', 'similar']","['placebo', 'ratio', 'admission', 'ursodeoxycholic acid', 'intensive care unit', 'risk', 'similar']"
905,there are limited data from randomized trials evaluating the use of antithrombotic therapy in patients with atrial fibrillation and stable coronary artery disease .,评估房颤和稳定性冠状动脉疾病患者使用抗血栓治疗的随机试验数据有限。,0.4,"['disease', 'data', 'antithrombotic', 'therapy', 'atrial fibrillation', 'with', 'coronary artery', 'limited', 'in', 'and']","['disease', 'data', 'therapy', 'coronary artery']"
906,"the primary efficacy end point was a composite of stroke , systemic embolism , myocardial infarction , unstable angina requiring revascularization , or death from any cause ; this end point was analyzed for noninferiority with a noninferiority margin of 1.46 .",主要疗效终点是卒中、全身性栓塞、心肌梗死、需要血运重建的不稳定型心绞痛或全因死亡的复合终点。对这一终点进行了非劣效性分析，非劣效性界值为 1.46。,0.5294117647058824,"['myocardial infarction', 'composite', 'stroke', 'margin', 'death', 'angina', 'revascularization', 'primary', 'cause', 'unstable', 'systemic', 'efficacy', 'end', 'point', 'embolism', 'with', 'this']","['myocardial infarction', 'stroke', 'death', 'angina', 'revascularization', 'unstable', 'point', 'embolism', 'this']"
907,"the primary safety end point was major bleeding , according to the criteria of the International Society on Thrombosis and Hemostasis ; this end point was analyzed for superiority .",根据国际血栓形成和止血学会的标准，主要安全终点是大出血；对该终点进行优效性分析。,0.5,"['bleeding', 'safety', 'thrombosis', 'hemostasis', 'major', 'society', 'primary', 'superiority', 'end', 'point', 'on', 'this', 'to', 'and']","['bleeding', 'safety', 'thrombosis', 'hemostasis', 'society', 'point', 'this']"
908,"as antithrombotic therapy , rivaroxaban monotherapy was noninferior to combination therapy for efficacy and superior for safety in patients with atrial fibrillation and stable coronary artery disease . ( Funded by the Japan Cardiovascular Research Foundation ; AFIRE UMIN Clinical Trials Registry number , UMIN000016612 ; and ClinicalTrials.gov number , NCT02642419 . )",作为抗血栓治疗，利伐沙班单药治疗在心房颤动和稳定性冠状动脉疾病患者中的疗效不劣于联合疗法，安全性优于联合疗法。 （由日本心血管研究基金会资助；AFIRE UMIN 临床试验注册号 UMIN000016612；ClinicalTrials.gov 号 NCT02642419。）,0.55,"['safety', 'combination therapy', 'disease', 'cardiovascular', 'research', 'antithrombotic', 'superior', 'atrial fibrillation', 'registry', 'number', 'clinical', 'japan', 'efficacy', 'with', 'coronary artery', 'rivaroxaban', 'foundation', 'by', 'to', 'and']","['safety', 'disease', 'cardiovascular', 'research', 'atrial fibrillation', 'number', 'clinical', 'coronary artery', 'rivaroxaban', 'by', 'to']"
909,"the use of dual antiplatelet therapy ( a P2Y12 inhibitor plus aspirin ) after percutaneous coronary intervention ( PCI ) reduces the risk of ischemic or atherothrombotic events , including stent thrombosis , recurrent myocardial infarction , and cardiovascular death.1",经皮冠状动脉介入治疗 (PCI) 后使用双重抗血小板治疗（P2Y12 抑制剂加阿司匹林）可降低缺血或动脉粥样硬化血栓形成事件的风险，包括支架内血栓形成、复发性心肌梗死和心血管死亡。 1,0.5555555555555556,"['inhibitor', 'myocardial infarction', 'aspirin', 'cardiovascular', 'plus', 'antiplatelet', 'coronary', 'thrombosis', 'therapy', 'recurrent', 'stent', 'intervention', 'risk', 'after', 'dual', 'percutaneous', 'and', 'ischemic']","['inhibitor', 'myocardial infarction', 'aspirin', 'cardiovascular', 'plus', 'coronary', 'thrombosis', 'therapy', 'risk', 'after']"
910,"the use of antiplatelet agents in combination with anticoagulation results in an increased risk of bleeding events , as shown recently in a nationwide Danish cohort study.3",最近一项全国性的丹麦队列研究显示，抗血小板药物与抗凝药物联合使用会增加出血事件的风险。 3,0.5,"['bleeding', 'combination', 'anticoagulation', 'antiplatelet', 'risk', 'cohort', 'as', 'with']","['bleeding', 'combination', 'anticoagulation', 'risk']"
911,"as a consequence , the selection of the most effective antithrombotic treatment for patients with atrial fibrillation and stable coronary artery disease is a clinical challenge requiring careful assessment of the risks of ischemia and bleeding in each patient.2",因此，为心房颤动和稳定性冠状动脉疾病患者选择最有效的抗血栓治疗是一项临床挑战，需要仔细评估每位患者的缺血和出血风险。 2,0.6,"['bleeding', 'disease', 'ischemia', 'antithrombotic', 'atrial fibrillation', 'assessment', 'treatment', 'clinical', 'challenge', 'consequence', 'with', 'careful', 'coronary artery', 'each', 'and']","['bleeding', 'disease', 'ischemia', 'atrial fibrillation', 'assessment', 'treatment', 'clinical', 'challenge', 'coronary artery']"
912,"such treatment is followed by combination therapy with an oral anticoagulant plus a P2Y12 inhibitor for 4 to 6 weeks8 or up to 12 months in selected patients.9,10","这种治疗之后是口服抗凝剂和 P2Y12 抑制剂联合治疗 4 至 6 周8，或在选定患者中长达 12 个月。 9,10",0.4,"['inhibitor', 'combination therapy', 'anticoagulant', 'plus', 'oral', 'treatment', '4', 'up', 'with', 'by']","['inhibitor', 'combination therapy', 'anticoagulant', 'treatment']"
913,"after 12 months of combination therapy , or in patients with atrial fibrillation and stable coronary artery disease not requiring intervention , current guidelines recommend monotherapy with an oral anticoagulant.9,10","经过 12 个月的联合治疗后，或对于不需要干预的心房颤动和稳定型冠状动脉疾病患者，目前的指南建议使用口服抗凝剂进行单药治疗。 9,10",0.5454545454545454,"['combination therapy', 'disease', 'oral', 'recommend', 'atrial fibrillation', 'intervention', 'after', 'current', 'with', 'coronary artery', 'and']","['combination therapy', 'disease', 'recommend', 'atrial fibrillation', 'after', 'coronary artery']"
914,"however , this approach has yet to be supported by evidence from randomized , controlled trials .",然而，这种方法尚未得到随机对照试验证据的支持。,0.14285714285714285,"['approach', 'controlled', 'be', 'evidence', 'this', 'by', 'to']",['evidence']
915,"furthermore , substantial numbers of patients in this situation continue to be treated with combination therapy , which indicates a gap between guidelines and clinical practice.11",此外，大量处于这种情况的患者继续接受联合治疗，这表明指南与临床实践之间存在差距。 11,0.45454545454545453,"['combination therapy', 'situation', 'gap', 'be', 'clinical', 'with', 'continue', 'this', 'to', 'and', 'substantial']","['combination therapy', 'be', 'clinical', 'continue', 'to']"
916,"one previous randomized , controlled trial has evaluated the efficacy and safety of monotherapy with an oral anticoagulant as compared with combination therapy with an oral anticoagulant plus a single antiplatelet agent in patients with atrial fibrillation and stable coronary artery disease more than 1 year after stenting , but this trial was underpowered and inconclusive because of the premature termination of enrollment.12",先前的一项随机对照试验评估了在支架置入术后 1 年以上的心房颤动和稳定型冠状动脉疾病患者中，口服抗凝剂单一疗法与口服抗凝剂加单一抗血小板药物联合疗法的疗效和安全性，但是由于提前终止入组，该试验的功效不足且不确定。 12,0.6956521739130435,"['safety', 'combination therapy', 'anticoagulant', 'disease', 'year', '1', 'plus', 'oral', 'antiplatelet', 'previous', 'atrial fibrillation', 'termination', 'after', 'efficacy', 'premature', 'with', 'coronary artery', 'agent', 'controlled trial', 'this', 'single', 'but', 'and']","['safety', 'anticoagulant', 'disease', 'year', '1', 'plus', 'atrial fibrillation', 'termination', 'after', 'efficacy', 'premature', 'coronary artery', 'controlled trial', 'this', 'single', 'but']"
917,details regarding the trial design have been described previously.13,有关试验设计的详细信息已在前面描述过。 13,0.75,"['regarding', 'trial', 'design', 'have']","['regarding', 'design', 'have']"
918,funding was provided by the Japan Cardiovascular Research Foundation under a contract with Bayer Yakuhin .,日本心血管研究基金会根据与 Bayer Yakuhin 的合同提供资金。,0.42857142857142855,"['cardiovascular', 'research', 'contract', 'japan', 'with', 'foundation', 'by']","['cardiovascular', 'research', 'foundation']"
919,"the company had no role in the design of the trial , in the collection or analysis of the data , in the interpretation of the trial results , or in the writing of the manuscript .",该公司未参与试验设计、数据收集或分析、试验结果解释或文稿撰写。,0.6,"['data', 'analysis', 'collection', 'interpretation', 'role', 'no', 'manuscript', 'writing', 'trial', 'design']","['data', 'analysis', 'collection', 'interpretation', 'writing', 'design']"
920,"under the guidance of the authors , Mebix , a contract research organization , provided assistance in the selection of the participating centers , supervision or monitoring of the centers , collection and storage of trial data , data analysis , interpretation of the trial results , and preparation of the manuscript .",在作者的指导下，合同研究机构Mebix在参与中心的选择、中心的监督或监测、试验数据的收集和存储、数据分析、试验结果的解释以及准备手稿。,0.5625,"['monitoring', 'organization', 'research', 'data', 'analysis', 'preparation', 'collection', 'interpretation', 'supervision', 'contract', 'manuscript', 'storage', 'trial', 'assistance', 'and', 'guidance']","['monitoring', 'research', 'data', 'analysis', 'preparation', 'collection', 'interpretation', 'manuscript', 'storage']"
921,the trial was designed and led by an executive steering committee .,该试验由执行指导委员会设计和领导。,0.3333333333333333,"['steering', 'committee', 'trial', 'by', 'and', 'led']","['committee', 'by']"
922,"the trial was conducted in accordance with the principles of the Declaration of Helsinki and was approved by the institutional review board of the National Cerebral and Cardiovascular Center , Japan , along with the institutional review boards of all participating institutions .",该试验是根据赫尔辛基宣言的原则进行的，并获得了日本国家脑心血管中心的机构审查委员会以及所有参与机构的机构审查委员会的批准。,0.3076923076923077,"['center', 'cardiovascular', 'review', 'cerebral', 'board', 'along', 'japan', 'trial', 'with', 'all', 'in', 'by', 'and']","['center', 'cardiovascular', 'review', 'by']"
923,data were reviewed by an independent data and safety monitoring committee .,数据由一个独立的数据和安全监测委员会审查。,0.8571428571428571,"['safety', 'monitoring', 'data', 'committee', 'independent', 'by', 'and']","['safety', 'monitoring', 'data', 'committee', 'independent', 'by']"
924,"the authors vouch for the completeness and accuracy of the data and all analyses , and for the fidelity of the trial to the protocol , available with the full text of this article at NEJM.org .",作者保证数据和所有分析的完整性和准确性，以及试验对方案的忠实度，方案与本文全文可在 NEJM.org 获取。,0.2857142857142857,"['fidelity', 'data', 'accuracy', 'protocol', 'article', 'available', 'trial', 'text', 'completeness', 'with', 'full', 'all', 'this', 'and']","['data', 'accuracy', 'completeness', 'full']"
925,trial POPULATION AND ELIGIBILITY CRITERIA,试验人群和资格标准,0.0,['trial'],[]
926,men and women who were 20 years of age or older and had received a diagnosis of atrial fibrillation and stable coronary artery disease were enrolled in Japan .,在日本，年龄在 20 岁或以上并被诊断为心房颤动和稳定型冠状动脉疾病的男性和女性被纳入研究。,0.5555555555555556,"['disease', 'who', 'diagnosis', 'atrial fibrillation', 'age', 'japan', 'coronary artery', 'in', 'and']","['disease', 'diagnosis', 'atrial fibrillation', 'age', 'coronary artery']"
927,"during screening , we evaluated the patients on a CHADS2 scale , which ranges from 0 to 6 , with a higher score indicating a greater risk of stroke ; congestive heart failure , hypertension , diabetes , and an age of 75 years or older are each assigned 1 point , and prior stroke or transient ischemic attack is assigned 2 points .",在筛查期间，我们根据 CHADS2 量表对患者进行了评估，该量表的范围为 0 至 6，分数越高表明中风的风险越大；充血性心力衰竭、高血压、糖尿病和 75 岁或以上的患者各得 1 分，既往中风或短暂性脑缺血发作史得 2 分。,0.631578947368421,"['diabetes', 'stroke', 'hypertension', '1', '2', 'screening', 'scale', 'age', 'risk', 'prior', 'score', 'point', 'with', 'congestive heart failure', 'transient ischemic attack', 'each', 'to', 'and', 'we']","['diabetes', 'stroke', 'hypertension', '1', '2', 'screening', 'scale', 'risk', 'score', 'congestive heart failure', 'transient ischemic attack', 'each']"
928,the patients were required to have a score of at least 1 on the scale .,要求患者的评分至少为 1 分。,0.2857142857142857,"['1', 'scale', 'score', 'at', 'on', 'have', 'to']","['1', 'scale']"
929,"key exclusion criteria were a history of stent thrombosis , coexisting active tumor , and poorly controlled hypertension .",关键的排除标准是支架内血栓病史、共存的活动性肿瘤和控制不佳的高血压。,0.6,"['key', 'hypertension', 'tumor', 'active', 'thrombosis', 'history', 'exclusion', 'controlled', 'stent', 'and']","['key', 'hypertension', 'tumor', 'active', 'thrombosis', 'controlled']"
930,other RISK EVALUATIONS,其他风险评估,,[],[]
931,"patients are evaluated on the basis of the five criteria of the CHADS2 scale plus three additional criteria : the presence of vascular disease , an age of 64 to 74 years , and sex .",患者根据 CHADS2 量表的五个标准加上三个附加标准进行评估：存在血管疾病、年龄在 64 至 74 岁之间以及性别。,0.5,"['presence', 'sex', 'scale', 'plus', 'vascular disease', 'basis', 'age', 'additional', 'three', 'five', 'to', 'and']","['presence', 'sex', 'scale', 'plus', 'vascular disease', 'age']"
932,"this score ranges from 0 to 9 , with 2 points for an age of 75 years or older ; higher scores indicate a greater risk .",该分数范围为 0 至 9，75 岁或以上为 2 分；分数越高表示风险越大。,0.375,"['2', 'indicate', 'age', 'risk', 'score', 'with', 'this', 'to']","['2', 'risk', 'score']"
933,"we randomly assigned the patients in a 1 : 1 ratio to receive either monotherapy with rivaroxaban ( 10 mg once daily for patients with a creatinine clearance of 15 to 49 ml per minute or 15 mg once daily for patients with a creatinine clearance of ≥ 50 ml per minute ) or combination therapy with rivaroxaban at the previously stated doses plus an antiplatelet agent ( either aspirin or a P2Y12 inhibitor , according to the discretion of the treating physician ) .",我们以 1 : 1 的比例随机分配患者接受利伐沙班单药治疗（肌酐清除率为每分钟 15 至 49 毫升的患者每天一次 10 毫克，肌酐清除率≥ 50 毫升的患者每天一次 15 毫克每分钟）或与先前规定剂量的利伐沙班联合抗血小板药物（阿司匹林或 P2Y12 抑制剂，由主治医师决定）联合治疗。,0.5625,"['inhibitor', 'combination therapy', 'creatinine', 'aspirin', '1', 'ratio', 'plus', 'antiplatelet', 'physician', 'minute', 'clearance', 'ml', 'with', 'rivaroxaban', 'agent', 'we']","['inhibitor', 'combination therapy', 'aspirin', '1', 'ratio', 'physician', 'minute', 'clearance', 'rivaroxaban']"
934,"details regarding the randomization procedure and the administration of the trial drugs are provided in the Supplementary Appendix , available at NEJM.org .",有关随机化程序和试验药物给药的详细信息，请参见补充附录，补充附录可在 NEJM.org 获取。,0.4444444444444444,"['procedure', 'appendix', 'randomization', 'administration', 'drugs', 'supplementary', 'regarding', 'available', 'trial']","['procedure', 'randomization', 'drugs', 'regarding']"
935,"the primary efficacy end point was the composite of stroke , systemic embolism , myocardial infarction , unstable angina requiring revascularization , or death from any cause .",主要疗效终点是中风、全身性栓塞、心肌梗塞、需要血运重建的不稳定型心绞痛或任何原因死亡的复合终点。,0.6428571428571429,"['myocardial infarction', 'composite', 'stroke', 'death', 'angina', 'revascularization', 'primary', 'cause', 'unstable', 'systemic', 'efficacy', 'end', 'point', 'embolism']","['myocardial infarction', 'stroke', 'death', 'angina', 'revascularization', 'cause', 'unstable', 'point', 'embolism']"
936,"originally , the end point included only death from cardiovascular causes , but this composite was changed to include death from any cause in August 2015 .",最初，终点仅包括心血管原因死亡，但该复合终点在 2015 年 8 月更改为包括全因死亡。,0.5,"['composite', 'cardiovascular', 'death', 'cause', 'end', 'point', 'this', 'originally', 'but', 'to']","['cardiovascular', 'death', 'cause', 'point', 'but']"
937,"the primary safety end point was major bleeding , as defined according to the criteria of the International Society on Thrombosis and Hemostasis .",主要安全性终点是根据国际血栓形成和止血学会的标准定义的大出血。,0.46153846153846156,"['bleeding', 'safety', 'defined', 'thrombosis', 'hemostasis', 'major', 'society', 'primary', 'end', 'point', 'on', 'to', 'and']","['bleeding', 'safety', 'thrombosis', 'hemostasis', 'society', 'point']"
938,"secondary end points were the individual components of the primary end point ; death from any cause ; a composite of ischemic cardiovascular events or death ( death from any cause , myocardial infarction , unstable angina requiring revascularization , stroke , transient ischemic attack , systemic arterial embolism , venous thromboembolism , revascularization , or stent thrombosis ) ; net adverse clinical events ( death from any cause , myocardial infarction , stroke , and major bleeding ) ; and any bleeding events .",次要终点是主要终点的各个组成部分；因任何原因死亡；缺血性心血管事件或死亡（全因死亡、心肌梗死、需要血运重建的不稳定型心绞痛、中风、短暂性脑缺血发作、全身性动脉栓塞、静脉血栓栓塞、血运重建或支架内血栓形成）的复合事件；净不良临床事件（全因死亡、心肌梗死、中风和大出血）；以及任何出血事件。,0.56,"['bleeding', 'myocardial infarction', 'composite', 'cardiovascular', 'stroke', 'net', 'individual', 'death', 'venous', 'angina', 'thrombosis', 'thromboembolism', 'major', 'end points', 'revascularization', 'adverse', 'primary', 'stent', 'cause', 'clinical', 'unstable', 'systemic', 'secondary', 'transient ischemic attack', 'and']","['bleeding', 'myocardial infarction', 'cardiovascular', 'stroke', 'death', 'angina', 'thrombosis', 'thromboembolism', 'end points', 'revascularization', 'cause', 'clinical', 'unstable', 'transient ischemic attack']"
939,the definitions of cardiovascular and bleeding events are provided in Table S1 in the Supplementary Appendix .,补充附录表 S1 中提供了心血管事件和出血事件的定义。,0.42857142857142855,"['bleeding', 'cardiovascular', 'appendix', 'table', 'supplementary', 'S1', 'and']","['bleeding', 'cardiovascular', 'table']"
940,blinded adjudication of the end points was conducted by an independent clinical events committee .,终点的盲裁定由一个独立的临床事件委员会进行。,1.0,"['end points', 'clinical', 'committee', 'independent', 'by']","['end points', 'clinical', 'committee', 'independent', 'by']"
941,"the trial was powered to assess the noninferiority of rivaroxaban monotherapy , as compared with combination therapy , for the primary efficacy end point .",该试验旨在评估利伐沙班单药治疗与联合治疗相比在主要疗效终点方面的非劣效性。,0.4,"['combination therapy', 'primary', 'trial', 'efficacy', 'assess', 'end', 'point', 'with', 'rivaroxaban', 'to']","['combination therapy', 'assess', 'point', 'rivaroxaban']"
942,the calculation of the trial sample size is provided in the Supplementary Appendix .,补充附录中提供了试验样本量的计算。,0.0,"['appendix', 'supplementary', 'trial', 'sample size', 'in']",[]
943,we estimated that the enrollment of 2200 patients and the occurrence of at least 219 primary efficacy end points were required .,我们估计需要纳入 2200 名患者并出现至少 219 个主要疗效终点。,0.2857142857142857,"['occurrence', 'end points', 'primary', 'efficacy', 'that', 'and', 'we']","['occurrence', 'end points']"
944,this population included all the patients who had undergone randomization after the exclusion of patients who had a technical reason for not participating in the trial .,该人群包括排除因技术原因未参加试验的患者后接受随机分组的所有患者。,0.36363636363636365,"['population', 'randomization', 'who', 'reason', 'exclusion', 'technical', 'after', 'trial', 'all', 'this', 'in']","['population', 'randomization', 'reason', 'after']"
945,"if noninferiority was shown for the primary efficacy end point , a closed testing procedure was to be conducted to determine superiority for the primary safety end point .",如果主要疗效终点显示非劣效性，则将进行封闭测试程序以确定主要安全终点的优效性。,0.16666666666666666,"['safety', 'be', 'primary', 'efficacy', 'superiority', 'end', 'testing procedure', 'point', 'closed', 'if', 'to', 'determine']","['safety', 'point']"
946,"an assessment of superiority for the primary efficacy end point , which was not prespecified before the database lock , was performed after the demonstration of noninferiority for efficacy and superiority for the primary safety end point .",主要疗效终点的优效性评估在数据库锁定前未预先指定，是在证明疗效的非劣效性和主要安全性终点的优效性后进行的。,0.46153846153846156,"['safety', 'database', 'demonstration', 'assessment', 'primary', 'after', 'efficacy', 'superiority', 'lock', 'end', 'point', 'before', 'and']","['safety', 'assessment', 'after', 'lock', 'point', 'before']"
947,secondary end points are reported with hazard ratios and 95 % confidence intervals .,次要终点报告有风险比和 95% 置信区间。,0.14285714285714285,"['end points', 'hazard', 'secondary', 'with', 'confidence', 'and', 'intervals']",['end points']
948,"the confidence intervals have not been adjusted for multiple comparisons , so inferences drawn from these intervals may not be reproducible .",置信区间未针对多重比较进行调整，因此从这些区间得出的推论可能无法重现。,0.16666666666666666,"['multiple', 'be', 'confidence', 'have not', 'so', 'intervals']",['have not']
949,"all the statistical analyses were performed with the use of SAS software , version 9.4 for Windows ( SAS Institute ) .",所有统计分析均使用适用于 Windows 的 SAS 软件 9.4 版（SAS Institute）进行。,0.16666666666666666,"['version', 'software', 'institute', 'with', 'SAS', 'all']",['software']
950,"at baseline , the characteristics of the patients were similar in the two treatment groups ( Table 1 , and Table S2 in the Supplementary Appendix ) .",基线时，两个治疗组的患者特征相似（表1和补充附录表S2）。,0.5454545454545454,"['appendix', 'table', 'baseline', '1', 'supplementary', 'treatment', 'characteristics', 'S2', 'and', 'two', 'similar']","['table', 'baseline', '1', 'treatment', 'characteristics', 'two']"
951,"the mean age was 74 years , and 79 % of the patients were men .",平均年龄为 74 岁，79% 的患者为男性。,0.6666666666666666,"['mean', 'age', 'and']","['mean', 'age']"
952,"a total of 1564 patients ( 70.6 % ) had undergone previous PCI , and 252 ( 11.4 % ) had undergone previous CABG .",共有1564名患者(70.6%)曾接受过PCI，252名(11.4%)患者曾接受过CABG。,0.0,"['previous', 'total', 'CABG', 'and']",[]
953,early TERMINATION OF THE TRIAL,提前终止试验,0.0,['early'],[]
954,the evaluation of the patients was planned to continue until September 2018 .,对患者的评估计划持续到 2018 年 9 月。,0.3333333333333333,"['evaluation', 'continue', 'to']",['continue']
955,the trial database was locked in January 2019 .,试验数据库已于 2019 年 1 月锁定。,0.0,"['database', 'trial', 'in']",[]
956,primary EFFICACY AND SAFETY END POINTS,主要疗效和安全性终点,0.0,['primary'],[]
957,"in the assessment of superiority for the primary efficacy end point ( which was not a prespecified analysis ) , the P value was 0.02 .",在主要疗效终点（不是预设分析）的优效性评估中，P 值为 0.02。,0.3333333333333333,"['analysis', 'value', 'assessment', 'primary', 'efficacy', 'superiority', 'end', 'point', 'P']","['analysis', 'assessment', 'point']"
958,a sensitivity analysis using the original efficacy end point also showed consistent results ( Table S6 in the Supplementary Appendix ) .,使用原始疗效终点的敏感性分析也显示出一致的结果（补充附录表 S6）。,0.375,"['appendix', 'table', 'analysis', 'supplementary', 'efficacy', 'original', 'point', 'sensitivity']","['table', 'analysis', 'point']"
959,the incidence of individual components of the primary end point in the two groups are provided in Table 2 .,表 2 提供了两组中主要终点的各个组成部分的发生率。,0.625,"['incidence', 'table', '2', 'individual', 'primary', 'end', 'point', 'two']","['incidence', 'table', '2', 'point', 'two']"
960,detailed information regarding bleeding sites is provided in Table S8 in the Supplementary Appendix .,补充附录表 S8 中提供了有关出血部位的详细信息。,0.6666666666666666,"['bleeding', 'appendix', 'table', 'supplementary', 'regarding', 'information']","['bleeding', 'table', 'regarding', 'information']"
961,there were two fatal bleeding events in each group ( Table S9 in the Supplementary Appendix ) .,每组均有两起致命性出血事件（补充附录表 S9）。,0.5,"['bleeding', 'group', 'appendix', 'table', 'supplementary', 'fatal', 'each', 'two']","['bleeding', 'group', 'table', 'two']"
962,selected SUBGROUP ANALYSES,选定的子组分析,,[],[]
