,English,Chinese,Reference,BLEU,Dict Acc Exact Match,Terms,Exact Match Terms,Dict Acc Character Level
601,we conducted a prespecified sensitivity analysis of the primary outcome to account for the reduction in the ticagrelor dose during the trial ; the results were consistent with those of the primary analysis ( Table S4 in the Supplementary Appendix ) .,我们对主要结果进行了预先规定的敏感性分析，以考虑到试验期间降低了剂量的因素；结果与主要分析一致（表S4见附件）。,"考虑 到 试验 期间 的 替格瑞洛 剂量 降低 , 我们 对 主要 结局 进行 了 预设 的 敏感性 分析 ; 结果 与 主要 分析 的 结果 一致 ( 补充 附录 表 S4 ) .",0.3251964235579099,0.5454545454545454,"['appendix', 'table', 'analysis', 'outcome', 'supplementary', 'reduction', 'primary', 'trial', 'sensitivity', 'dose', 'S4']","['appendix', 'table', 'analysis', 'outcome', 'reduction', 'dose']",0.8073593073593074
602,"in a sensitivity analysis performed to assess the possible effects of missing data , it was estimated that 757 primary outcome events ( 7.9 % ) would have occurred in the ticagrelor group , resulting in a hazard ratio of 0.93 ( 95 % CI , 0.84 to 1.02 ) .",在一项敏感性分析中，为了评估缺失数据的可能影响，估计757个主要结果事件（7.9%）会发生在西加利尔组，导致危险比为0.93（95%CI，0.84至1.02）。,"在 评估 缺失 数据 可能 产生 的 影响 的 敏感性 分析 中 , 估计 替格瑞洛组 将 发生 757 起 主要 结局 事件 ( 7.9% ) , 导致 风险 比为 0.93 ( 95% CI , 0.84 ~ 1.02 ) .",0.1796442592151667,0.6,"['group', 'data', 'analysis', 'hazard ratio', 'outcome', 'primary', 'assess', 'sensitivity', 'CI', 'missing']","['group', 'data', 'analysis', 'outcome', 'assess', 'missing']",0.858095238095238
603,selected prespecified subgroup analyses for the primary efficacy outcome are provided in Figure S4 in the Supplementary Appendix .,首要疗效结果的预先指定子组分析结果如图S4所示。,对 主要 疗效 结局 进行 的 特定 预设 亚组 分析 见 补充 附录 图 S4 .,0.08703456138186853,0.125,"['appendix', 'outcome', 'figure', 'supplementary', 'primary', 'efficacy', 'subgroup', 'S4']",['outcome'],0.4375
604,there was a modest variation in treatment benefit according to the date of censoring of events relative to last dose of ticagrelor or placebo ( Table S6 in the Supplementary Appendix ) .,根据事件截止日期相对于ticagrelor或安慰剂的最后一剂治疗效益有一定的差异(表S6参考附录)。,"随着 事件 删失 日期 ( 相对 于 替格瑞洛 或 安慰剂 末次 给 药 日期 ) 的 变化 , 治疗 益处 有 小幅度 变化 ( 补充 附录 表 S6 ) .",0.14421041236406368,0.4,"['placebo', 'appendix', 'table', 'variation', 'date', 'supplementary', 'relative', 'treatment', 'benefit', 'dose']","['placebo', 'table', 'date', 'treatment']",0.8166666666666668
605,serious adverse events were slightly less frequent with ticagrelor than with placebo ( 31.9 % vs. 33.7 % ) .,严重不良事件在使用西卡格列醇治疗的患者中较使用安慰剂的患者略少发生（31.9% vs. 33.7%）。,替格瑞洛组 的 严重 不良 事件 发生率 略低于 安慰剂 组 ( 31.9% vs . 33.7% ) .,0.23048642087983215,0.25,"['placebo', 'adverse', 'serious', 'frequent']",['placebo'],0.3333333333333333
606,"adverse events of interest occurred more frequently with ticagrelor than with placebo , a difference that was driven by a greater frequency of dyspnea in the ticagrelor group ( Table 3 ) .",在有利因素方面，ticagrelor组出现的事件比安慰剂组更频繁，差异主要由ticagrelor组出现的喘息更频繁所驱动（表3）。,"在 关注 的 不良 事件 方面 , 替格瑞洛组 的 发生率 高于 安慰剂 组 , 这一 差异 的 原因 是 替格瑞洛组 的 呼吸困难 发生率 较 高 ( 表 3 ) .",0.11979661621288082,0.4444444444444444,"['group', 'frequency', 'placebo', 'table', 'dyspnea', 'frequently', 'difference', 'adverse', '3']","['group', 'placebo', 'table', 'difference']",0.6111111111111112
607,results that were consistent with the primary safety analysis were observed for other bleeding definitions .,与主要安全性分析结果一致的结果也被观察到了其他出血的定义。,使用 其他 出血 定义 获得 的 分析 结果 与 主要 安全性 分析 结果 一致 .,0.410972248612981,0.3333333333333333,"['bleeding', 'primary', 'safety analysis']",['bleeding'],1.0
608,"intracranial hemorrhage was more frequent with ticagrelor than with placebo , with 70 events and 46 events , respectively ( 0.7 % vs. 0.5 % ; hazard ratio , 1.71 ; 95 % CI , 1.18 to 2.48 ; P = 0.005 ) .",颅内出血比安慰剂更常见，分别为70例和46例（0.7% vs. 0.5%；危险比为1.71；95%置信区间为1.18-2.48；P=0.005）。,"替格瑞洛组 的 颅内 出血 发生率 高于 安慰剂 组 , 两组 分别 有 70 例 和 46 例 颅内 出血 事件 ( 0.7% vs . 0.5% ; 风险 比 , 1.71 ; 95% CI , 1.18 ~ 2.48 ; P = 0.005 ) .",0.257050380143018,0.3333333333333333,"['placebo', 'hazard ratio', 'intracranial hemorrhage', 'P', 'CI', 'frequent']","['placebo', 'intracranial hemorrhage']",0.4861111111111111
609,selected prespecified subgroup analyses for the primary safety outcome are presented in Figure S5 in the Supplementary Appendix .,附件中的S5图表显示了有关主要安全结果的预先指定的分组分析结果。,对 主要 安全性 结局 进行 的 预设 亚组 分析 见 补充 附录 图 S5 .,0.1032794520959916,0.42857142857142855,"['safety', 'appendix', 'outcome', 'figure', 'supplementary', 'primary', 'subgroup']","['safety', 'appendix', 'outcome']",0.8571428571428571
610,"rates of discontinuation were high in the two groups but were higher in the ticagrelor group , primarily due to an increased risk of bleeding and dyspnea .",终止率在两组都很高，但是在利特瑞尔组更高，主要是因为出血和气喘的风险更大。,"两组 的 退出 率均 高 , 但 替格瑞洛组 更 高 , 主要 是 由于 出血 和 呼吸困难 风险 增加 .",0.12397211472231726,0.7142857142857143,"['bleeding', 'group', 'dyspnea', 'risk', 'due', 'two', 'high']","['bleeding', 'group', 'risk', 'two', 'high']",0.761904761904762
611,prespecified analyses that were performed according to dose provided results consistent with those in the primary analysis .,"According to the dose provided, the prespecified analyses that were performed yielded results consistent with those in the primary analysis.",按照 剂量 进行 的 预设 分析 获得 了 与 主要 分析 一致 的 结果 .,0.0790349619575192,0.0,"['analysis', 'primary', 'dose']",[],0.7555555555555555
612,"however , the prevention of ischemic events did not translate into a lower risk of cardiovascular death , presumably because fatal myocardial infarction and fatal stroke accounted for only a small fraction of all deaths ( 4.4 % and 4.5 % , respectively ) .",然而，预防缺血性事件并未转化为较低的心血管死亡风险，大概是因为致死性心肌梗死和致死性中风占所有死亡率的很小一部分（分别为4.4%和4.5%）。,"然而 , 对 缺血 事件 的 预防 作用 并未 转化 为 较 低 的 心血管 原因 死亡 风险 , 可能 是因为 致死 性 心肌梗死 和 致死 性卒 中仅 占 全部 死亡 的 一小部分 ( 分别 为 4.4% 和 4.5% ) .",0.44481087879775605,0.7272727272727273,"['myocardial infarction', 'cardiovascular', 'stroke', 'death', 'prevention', 'lower', 'fatal', 'risk', 'fraction', 'translate', 'ischemic']","['myocardial infarction', 'cardiovascular', 'stroke', 'death', 'prevention', 'lower', 'risk', 'fraction']",0.8787878787878788
613,"the observed 10 % lower incidence of ischemic events in the ticagrelor group , although significant , was less than the 16 % lower incidence assumed at the time of the trial design .",研究观察到，ticagrelor 组发生缺血性事件的发病率比较低，为 10%，虽然该数字具有统计学意义，但是低于试验设计时所假设的 16%。,"本 研究 观察 到 替格瑞洛组 的 缺血 事件 发生率 比 安慰剂 组低 10% , 这一 数值 虽然 显著 , 但 小于 设计 试验 时 假设 的 低 16% .",0.15435636121891633,0.5714285714285714,"['group', 'incidence', 'time', 'lower', 'trial', 'design', 'ischemic']","['group', 'incidence', 'time', 'design']",0.880952380952381
614,"in THEMIS , dual antiplatelet therapy with ticagrelor was associated with a higher frequency of intracranial hemorrhage than placebo .",在THEMIS中，与预防剂平台疗法相比，与蒂卡格雷尔治疗的双重抗血小板疗法更易导致颅内出血。,"在 THEMIS 研究 中 , 与 安慰剂 相比 , 替格瑞洛 双联 抗 血小板 治疗 与 较 高 的 颅内 出血 发生率 相关 .",0.15825652455594535,0.2857142857142857,"['frequency', 'placebo', 'antiplatelet', 'intracranial hemorrhage', 'therapy', 'associated', 'dual']","['intracranial hemorrhage', 'therapy']",0.6666666666666666
615,"in the past , increases in the incidence of intracranial hemorrhage with dual antiplatelet therapy have been reported with ticagrelor , 7 clopidogrel , 24 and prasugrel.22,25","过去，对于使用双抗血小板疗法的脑内出血的发病率有所上升，7发现使用了西加利尔，24使用了克洛赛尔，22,25使用了帕苏格尔。","过去 已经 报告 过 使用 替格瑞洛 7 , 氯 吡 格雷 24 和 普拉格 雷 22 , 25 进行 双联 抗 血小板 治疗 时 , 颅内 出血 发生率 增加 .",0.1231336182787617,0.25,"['incidence', 'antiplatelet', 'intracranial hemorrhage', 'clopidogrel', 'therapy', 'increases', 'dual', 'past']","['incidence', 'therapy']",0.6473214285714286
616,the ongoing TWILIGHT trial is testing a similar strategy.32,目前正在進行的 TWILIGHT 試驗正在測試類似的策略。32,目前 进行 中 的 TWILIGHT 试验 正在 对 类似 策略 进行 检验 32 .,0.14053795112150225,0.0,"['trial', 'testing', 'similar']",[],0.2222222222222222
617,"in conclusion , in patients with stable coronary artery disease and type 2 diabetes who did not have a history of myocardial infarction or stroke , ticagrelor plus aspirin was associated with a lower incidence of ischemic events than placebo plus aspirin at the expense of a higher incidence of major bleeding , including intracranial hemorrhage .",在结论中，在患有稳定的冠心病和2型糖尿病的患者中，没有心肌梗死或中风的历史，则低剂量肠激酶A抑制剂加速器复合物比安慰剂加阿司匹林具有更低的心脏疾病发作发生率，但更易出现重度出血，包括脑出血。,"总之 , 在 无 心肌梗死 或 卒 中 病史 的 稳定型 冠心病 合并 2 型 糖尿病 患者 中 , 替格瑞洛 联合 阿司匹林 的 相关 缺血 事件 发生率 低于 安慰剂 联合 阿司匹林 , 但 代价 是 大出血 ( 包括 颅内 出血 ) 发生率 较 高 .",0.13677982302642439,0.6842105263157895,"['bleeding', 'myocardial infarction', 'diabetes', 'aspirin', 'type', 'placebo', 'incidence', 'disease', 'stroke', '2', 'plus', 'intracranial hemorrhage', 'history', 'lower', 'major', 'associated', 'conclusion', 'coronary artery', 'ischemic']","['bleeding', 'myocardial infarction', 'diabetes', 'aspirin', 'type', 'placebo', 'incidence', 'disease', 'stroke', '2', 'plus', 'history', 'conclusion']",0.8464912280701754
618,"as a result , there was no significantly lower incidence of the exploratory composite outcome of efficacy and safety with ticagrelor than with placebo .","As a result, there was no significantly lower incidence of the exploratory composite outcome of efficacy and safety with ticagrelor than with placebo.","因此 , 替格瑞洛 疗效 和 安全性 的 探索性 复合 结局 的 发生率 并未 显著 低于 安慰剂 .",0.08264800358383066,0.0,"['safety', 'composite', 'placebo', 'incidence', 'outcome', 'lower', 'exploratory', 'efficacy', 'result']",[],0.41111111111111115
619,hypertension is a powerful risk factor for ischemic and hemorrhagic stroke .,高血壓是一個強大的缺血性和出血性中風的風險因素。,高血压 是 缺血性 和 出血性 卒 中 的 一个 重大 危险 因素 .,0.20666922217791905,0.2,"['stroke', 'hypertension', 'hemorrhagic', 'risk factor', 'ischemic']",['stroke'],0.7166666666666666
620,"the effects of blood pressure ( BP ) values and trajectories in midlife on subsequent brain morphologic changes are less clear , as is the effect of midlife hypertension on later cognitive decline .",目前尚不清楚血压值和轨迹在中年对随后脑部形态变化的影响，也不清楚中年高血压对以后认知功能下降的影响。,"我们 尚未 明确 中年 血压 值 及其 轨迹 对 之后 脑部 形态学 变化 产生 的 影响 , 也 未 明确 中年 高血压 对 之后 认知 功能 下降 产生 的 影响 .",0.2203154305693164,0.5454545454545454,"['decline', 'clear', 'hypertension', 'brain', 'blood pressure', 'effect', 'subsequent', 'values', 'cognitive', 'midlife', 'later']","['decline', 'hypertension', 'brain', 'blood pressure', 'cognitive', 'later']",0.8257575757575757
621,participants also underwent amyloid PET scanning and cognitive testing .,参与者还接受了阿米洛德PET扫描和认知测试。,参与者 还 接受 了 淀粉 样 蛋白 PET 扫描 ( 正电子 发射 断层扫描 ) 和 认知 功能测试 .,0.22177539170864674,0.0,"['amyloid', 'PET', 'scanning', 'testing', 'cognitive']",[],0.4111111111111111
622,"of 465 participants ( mean age , 71 ; 51 % men ) who completed imaging and cognitive testing , 18 % were amyloid positive on PET imaging and 29 % were carriers of the Apo E ℇ4 allele .",465 名参与者 ( 平均年龄 71 岁 ; 51% 男性 ) 完成了影像和认知测试，其中 18% 的人 PET 影像显示出淀粉样蛋白阳性，而 29% 的人携带有 ApoE ℇ4 基因。,"在 完成 影像学 和 认知 功能测试 的 465 名 参与者 中 ( 平均年龄 , 71 岁 ; 51% 为 男性 ) , 18% 在 PET 成像 中 呈 淀粉 样 蛋白 阳性 , 29% 携带 ApoE ℇ 4 等位基因 .",0.28989884841662605,0.2222222222222222,"['allele', 'mean', 'amyloid', 'PET', 'age', 'testing', 'cognitive', 'positive', 'imaging']","['mean', 'age']",0.7486772486772486
623,"at age 69 , mean BP was 132 / 73 mm Hg and 40 % of participants were taking antihypertensive medication .",年龄为69岁的参与者平均血压为132/73毫米汞柱，约40%的参与者在服用降压药物。,"参与者 69 岁 时 的 平均 血压 为 132 / 73 mmHg , 40% 的 参与者 在 服用 抗 高血压 药物 .",0.4873012753760879,0.5,"['antihypertensive', 'mean', 'taking', '/', 'medication', 'age']","['antihypertensive', 'mean', 'age']",0.5833333333333334
624,"higher systolic or diastolic BP at age 53 years , and higher BP increases between ages 43 and 53 , were associated with increases in later WMHV .",高血壓在53歲時或血壓在43到53歲之間升高，與後期腦水腫容量增加有關。,"53 岁 时 较 高 的 收缩压 或 舒张压 , 以及 43 ~ 53 岁 较大 的 血压 升幅 与 之后 WMHV 增加 相关 .",0.08608582896647582,0.0,"['diastolic', 'associated', 'age', 'increases', 'systolic', 'later']",[],0.14305555555555557
625,"for every 10 mm Hg increase in systolic BP at age 53 , subsequent WMHV increased by 7 % ; for comparable increases in diastolic BP , WMHV increased by 15 % .",53岁时，每上升10 mm Hg的收缩压，随后脑水肿体积就会增加7%；相应数量级的舒张压升高则会导致脑水肿体积增加15%。,"53 岁 时 的 收缩压 每 升高 10 mmHg , 之后 的 WMHV 增加 7% ; 舒张压 出现 同等 升幅 时 , WMHV 增加 15% .",0.17068792442575836,0.0,"['diastolic', 'age', 'increases', 'systolic', 'subsequent']",[],0.42666666666666664
626,"the greater the increase in BP between ages 36 and 43 , the smaller the hippocampal volume at ages 69 to 71 years .",年龄在36到43岁之间血压升高越多，69到71岁时的海马体体积就越小。,"36 ~ 43 岁 的 血压 升幅 越大 , 69 ~ 71 岁 时 的 海马 容积 越小 .",0.25927947024737585,0.6666666666666666,"['volume', 'increase', 'hippocampal']","['volume', 'hippocampal']",0.6666666666666666
627,absolute BP values or BP changes were not linked with amyloid positivity or overall cognitive scores .,绝对血压值或血压变化与淀粉样蛋白阳性或总体认知评分无关。,绝对 血压 值 或 血压 变化 幅度 这两项 与 淀粉 样 蛋白 阳性 结果 和 总体 认知 功能 评分 均 不 相关 .,0.4380730234022437,0.25,"['amyloid', 'absolute', 'values', 'cognitive']",['absolute'],0.6791666666666666
628,BP screening and control in early adulthood could have important benefits .,在成年早期进行血压筛查和控制可能会产生重要的好处。,成年 早期 的 血压 筛查 和 控制 可能 具有 重大意义 .,0.37437686000269244,0.75,"['adulthood', 'control', 'screening', 'early']","['control', 'screening', 'early']",1.0
629,"these lesions are thought to represent small vessel disease , and accumulation of WMLs has been associated with cognitive impairment and gait disorders .",这些病变被认为是小血管疾病的表现，WML积聚与认知功能障碍和步态障碍有关。,"目前 认为 这些 病变 代表 了 小 血管 疾病 , 并且 WML 的 累积 与 认知 功能障碍 和 步态 障碍 相关 .",0.39864352534702385,0.6,"['vessel', 'disease', 'represent', 'thought', 'associated', 'gait', 'disorders', 'impairment', 'cognitive', 'accumulation']","['disease', 'represent', 'gait', 'disorders', 'impairment', 'cognitive']",0.7333333333333334
630,the objective of the substudy was to evaluate the effect of different BP treatments on the progression of WMLs of presumed ischemic origin .,目的是评估不同高血压治疗方案对预期缺血性脑水肿退化的影响。,子 研究 的 目的 是 评估 不同 降压 治疗 对 WML ( 推测 属于 缺血性 ) 进展 产生 的 影响 .,0.19913595721795474,0.0,"['objective', 'origin', 'progression', 'effect', 'ischemic']",[],0.26666666666666666
631,effect on brain volume was a secondary goal .,影響大腦體積是次要目標。,次要 目的 是 评估 对脑 容积 的 影响 .,0.09272178660687035,0.0,"['volume', 'brain', 'secondary', 'effect', 'goal']",[],0.2
632,neurologists should support achievement of lower BP targets .,神经科医生应该支持降低血压目标的实现。,神经科 医师 应该 鼓励 患者 达到 较 低 的 降压 目标 .,0.10832895198921946,0.3333333333333333,"['support', 'lower', 'achievement']",['support'],0.5555555555555555
633,participants were enrolled at a relatively advanced age ; it would be of interest to know if intensive BP control has greater benefits in midlife .,参与者在相对较高的年龄被录取；如果强化血压控制在中年有更大的益处，这将是有趣的。,"本 试验 中 的 参与者 年龄 相对 较大 , 我 很 希望 了解 强化 血压 控制 可否 对 中年人 产生 更大 益处 .",0.13963911281181876,0.4,"['control', 'intensive', 'age', 'advanced', 'midlife']","['control', 'age']",0.7666666666666666
634,"also , SPRINT excluded patients with diabetes mellitus and those with previous strokes .",同时，SPRINT排除了患有糖尿病和以前曾中风的患者。,"此外 , SPRINT 排除 了 糖尿病 患者 和 有 卒 中 病史 的 患者 .",0.20553893205925933,0.5,"['previous', 'diabetes mellitus']",['diabetes mellitus'],1.0
635,"because BMI does not differentiate between fat and lean body mass , researchers in another Mendelian randomization study have now ascertained whether fat per se is causally associated with depression .",BMI不能区分脂肪和瘦体重，研究人员在另一项门德尔随机化研究中确定了脂肪本身是否与忧郁症有因果关联。,"因为 BMI 不能 区分 脂肪 量 和 去 脂 体重 , 所以 如今 另 一项 孟德尔 随机 研究 中 的 研究者 确定 了 脂肪 本身 与 抑郁 之间 是否 有 因果关系 .",0.25891176454626563,0.5555555555555556,"['depression', 'randomization', 'fat', 'BMI', 'study', 'associated', 'differentiate', 'mass', 'body']","['depression', 'randomization', 'fat', 'differentiate', 'body']",0.6851851851851852
636,the two data sources shared approximately 6.5 million single nucleotide polymorphisms ( SNPs ) .,这两个数据源共共享了大约650万个单核苷酸多态性位点（SNP）。,这 两个 数据源 有 大约 650 万个 相同 的 单 核苷酸 多态性 ( SNP ) .,0.2978464896963715,0.6666666666666666,"['nucleotide', 'data', 'approximately', 'single', 'two', 'million']","['nucleotide', 'data', 'single', 'two']",0.6666666666666666
637,"conversely , depression was not a risk factor for any of the anthropometric measures .",相反，抑郁并不是任何人类测量方面的风险因素。,"相反 , 抑郁 并非 任何 人体 测量 指标 的 危险 因素 .",0.13709353056519646,1.0,"['depression', 'risk factor']","['depression', 'risk factor']",1.0
638,SNPs associated with short stature contributed causally but modestly to risk for depression .,短身材相关的SNP起到了一定的因果作用，但对抑郁症的风险贡献不大。,"与 身材矮小 相关 的 SNP 对 抑郁 风险 有 促发 作用 , 但 作用 不 大 .",0.18065903486082363,0.5,"['depression', 'associated', 'risk', 'short stature']","['depression', 'risk']",0.7333333333333333
639,"based on the reasonable assumption that SNPs associated with anthropometric traits are causal for those traits , these findings suggest that body fat mass contributes causally to the risk for depression .",基于合理的假设，SNP与人类身体特征相关联，这些发现表明身体脂肪量对抑郁症的风险起到因果作用。,"我们 可以 合理 假设 与 人体 测量 特征 相关 的 SNP 是 这些 特征 的 原因 , 基于 这一 假设 , 本 研究 的 观察 结果 提示 , 脂肪 量 可 促发 抑郁 风险 .",0.10052962115293829,0.5,"['depression', 'fat', 'associated', 'risk', 'causal', 'mass', 'body', 'suggest']","['depression', 'fat', 'risk', 'body']",0.7875
640,clinicians can be alert to these connections in assessing and managing patients struggling with weight and mood .,医师在评估和治疗体重和情绪问题的患者时，可以留意这些联系。,"面对 在 体重 和 情绪 方面 充满 挣扎 的 患者 时 , 临床 医师 应 注意 这些 关联 .",0.22091653761070348,0.3333333333333333,"['mood', 'weight', 'alert']",['weight'],0.3333333333333333
641,"in the face of preeclampsia , a central clinical decision is when to plan delivery .",在面对妊娠高血压的情况下，临床决策的核心问题是何时计划分娩。,"面对 先兆 子痫 , 一项 重要 的 临床 决策 是 计划 何时 分娩 .",0.14714934041205974,0.6666666666666666,"['face', 'preeclampsia', 'delivery', 'central', 'clinical', 'decision']","['face', 'delivery', 'clinical', 'decision']",0.7777777777777777
642,"to assess delivery strategy , U.K. investigators randomized 900 women with preeclampsia without severe features ( median gestational age at diagnosis , 35.6 weeks ) to immediate delivery or expectant management .",为了评估产前子痫前期的治疗策略，英国的研究人员对900名妇女进行了随机分析，这些妇女均出现了轻度的产前子痫前期（诊断时的平均妊娠年龄为35.6周），他们将这些妇女分为立即分娩组和待产组。,"为了 评估 分娩 策略 , 英国 研究者 将 900 名 无 重度 症状 的 先兆 子痫 孕妇 ( 诊断 时 的 中位 孕龄 , 35.6 周 ) 随机 分组 , 分别 立即 分娩 或 接受 期待 治疗 .",0.14021085394420857,0.45454545454545453,"['median', 'strategy', 'preeclampsia', 'delivery', 'diagnosis', 'assess', 'management', 'immediate', 'severe', 'gestational age', 'without']","['strategy', 'preeclampsia', 'delivery', 'diagnosis', 'assess']",0.678030303030303
643,"median gestational age at birth was 36.0 weeks ( immediate delivery ) and 36.7 weeks ( expectant management ) , and cesarean delivery rates were 55 % and 61 % , respectively .","The median gestational age at birth was 36.0 weeks for babies delivered immediately, and 36.7 weeks for babies whose mothers were managed expectantly. The cesarean delivery rates were 55% and 61%, respectively.","出生 时 的 平均 胎龄 为 36.0 周 ( 立即 分娩 ) 和 36.7 周 ( 期待 治疗 ) , 剖宫产 率 分别 为 55% 和 61% .",0.09179153638585363,0.0,"['median', 'birth', 'cesarean delivery', 'management', 'immediate', 'gestational age']",[],0.35000000000000003
644,expectant management is an option if maternal blood pressure and laboratory testing are stable .,如果母亲的血压和实验室检测结果稳定，期待管理是一个选择。,"如果 孕妇 血压 和 实验室 检查 结果 稳定 , 期待 治疗 是 一种 可 选择 的 方案 .",0.19918858475301576,0.6666666666666666,"['maternal', 'blood pressure', 'option', 'laboratory', 'management', 'testing']","['maternal', 'blood pressure', 'laboratory', 'management']",0.8125
645,"immediate delivery is warranted if the preeclampsia progresses ( e.g. , rising maternal blood pressure , worrisome findings upon maternal or fetal testing ) or at the onset of preeclampsia with severe features .",如果产前血压升高或者出现令人担忧的孕妇或胎儿测试结果，则需要立即进行产前血压监测。如果出现严重的产前血压症状，也需要立即进行产前血压监测。,"如果 先兆 子痫 发生 进展 ( 例如 孕妇 血压 升高 , 孕妇 或 胎儿 检查 结果 令人担忧 ) 或 先兆 子痫 发生 时有 重度 症状 , 则 应立即 分娩 .",0.12743389585759193,0.1,"['maternal', 'fetal', 'preeclampsia', 'delivery', 'blood pressure', 'onset', 'immediate', 'testing', 'severe', 'rising']",['blood pressure'],0.555952380952381
646,"based on these results , increasing intake of PUFAs for preventing or treating diabetes is not recommended .",根据这些结果，不建议增加脂肪酸摄入量以预防或治疗糖尿病。,"依据 这些 结果 , 我们 不 建议 为了 预防 或 治疗 糖尿病 而 增加 PUFA 摄入量 .",0.2803640475374991,0.5,"['diabetes', 'intake']",['diabetes'],0.75
647,Obverse differences were noted for sedentary time .,反面的静坐时间有所不同。,在 久坐 时间 方面 观察 到 反向 差异 .,0.0675258567159839,0.5,"['sedentary', 'time']",['time'],0.8333333333333333
648,the maximum risk reductions occurred at 375 minutes of light activity and 24 minutes of vigorous activity daily .,最大的风险降低发生在每天375分钟的轻度活动和24分钟的剧烈活动中。,"风险 最大 降幅 见于 每日 轻 体力 活动 375 分钟 , 以及 剧烈 活动 24 分钟 .",0.1666255869688728,0.6,"['activity', 'risk', 'light', 'vigorous', 'maximum']","['activity', 'risk', 'maximum']",0.6799999999999999
649,"however , some residual confounding ( in which low levels of activity resulted in part from medical conditions that accelerate mortality ) seems likely in this analysis , despite statistical adjustment for some comorbidities .",然而，这种研究中存在一定程度的残留混杂因素（其中低活动水平部分是由加速死亡的医疗状况引起的），尽管我们已经对一些共病症进行了统计学校正，但这种情况仍然很可能存在。,"然而 , 尽管 对 一些 合并症 进行 了 统计 学校 正 , 但本 分析 中 可能 仍 有 残留 混杂 因素 ( 活动 水平 较 低 的 原因 有 一部分 是 加速 死亡 的 疾病 ) .",0.22979502871379862,0.2,"['part', 'analysis', 'activity', 'medical', 'adjustment', 'low', 'mortality', 'residual', 'despite', 'accelerate']","['activity', 'low']",0.6833333333333333
650,"a retrospective study suggests that we should look at overall cardiovascular risk , regardless of baseline BP .",一项回顾性研究表明，我们应该考虑总体心血管风险，而不是以基线血压为依据。,"一项 回顾性 研究 提示 , 我们 应 关注 总体 心血管 风险 , 无论 患者 的 基线 血压 如何 .",0.2265118978843129,0.8,"['cardiovascular', 'baseline', 'retrospective study', 'risk', 'look']","['cardiovascular', 'baseline', 'retrospective study', 'risk']",0.8
651,"should treatment to lower blood pressure ( BP ) be initiated based on baseline BP , overall cardiovascular ( CV ) risk , or a combination of the two ?",应该根据基线血压、 overall cardiovascular（CV）风险或两者的结合来启动降低血压（BP）的治疗吗？,"我们 究竟 应该 根据 基线 血压 , 总体 心血管 ( CV ) 风险 还是 上述 两者 启动 降压 治疗 ?",0.1882229859499327,0.8571428571428571,"['combination', 'cardiovascular', 'baseline', 'treatment', 'risk', 'lower blood pressure', 'two']","['combination', 'baseline', 'treatment', 'risk', 'lower blood pressure', 'two']",0.9285714285714286
652,"more patients were eligible for treatment based on high BP alone than with any of the other strategies ( 39 % vs. 22 % , 27 % , and 29 % ) .",更多病人因单纯高血压而获得治疗资格，而不是其他策略（39％对22％，27％和29％）。,"仅 基于 血压 髙 的话 , 适合 接受 治疗 的 患者 人数 超过 任何 其他 策略 ( 39% vs . 22% , 27% 和 29% ) .",0.09866837118096128,0.5,"['treatment', 'alone', 'high', 'eligible']","['treatment', 'high']",0.625
653,"these data suggest that treatment to lower BP is most efficient when it is targeted to patients with elevated CV risk , regardless of baseline BP .",这些数据表明，降低血压的治疗最有效时，应针对高风险的心血管疾病患者，而不管血压的基线水平如何。,"这些 数据 提示 , 针对 CV 风险 升高 的 患者 采取 降压 治疗 具有 最高 效率 , 不论 患者 基线 血压 如何 .",0.12287490192974662,0.5714285714285714,"['data', 'targeted', 'baseline', 'lower', 'treatment', 'risk', 'suggest']","['data', 'baseline', 'treatment', 'risk']",0.7142857142857143
654,the differences in secondary end points were generally in the same direction as those of the primary end point .,主要终点的差异通常与次要终点的差异方向相同。,次要 终点 差异 一般 表现 出 与 主要 终点 差异 相同 的 方向 .,0.19896895704680376,0.5,"['end points', 'primary', 'secondary', 'direction']","['end points', 'direction']",0.8333333333333334
655,there were no serious adverse events .,没有发生严重的不良事件。,无 严重 不良 事件 .,0.18306704249875416,0.0,"['adverse', 'serious']",[],0.16666666666666666
656,there were no serious adverse events .,没有发生严重的不良事件。,无 严重 不良 事件 发生 .,0.20188404320436518,0.0,"['adverse', 'serious']",[],0.16666666666666666
657,there were no serious adverse events .,没有发生严重的不良事件。,研究 中未 发生 严重 不良 事件 .,0.23446095909310974,0.0,"['adverse', 'serious']",[],0.16666666666666666
658,"Neurosteroids , which are synthesized from cholesterol in the brain , are potent modulators of GABA and glutamate.16","Neurosteroids, which are synthesized from cholesterol in the brain, are potent modulators of GABA and glutamate.",神经 甾体 ( 在 脑内 从 胆固醇 合成 ) 是 GABA 和 谷氨酸 的 强效 调节剂 16 .,0.08779773485693414,0.2,"['cholesterol', 'GABA', 'brain', 'potent', 'modulators']",['GABA'],0.3688888888888889
