,English,Chinese,Reference,BLEU,Dict Acc Exact Match,Terms,Exact Match Terms,Dict Acc Character Level
877,analyses of central laboratory data did not show any clinically significant changes in the mean potassium levels over time or between groups .,对中心实验室数据的分析未显示平均钾水平随时间或组间发生任何临床显着变化。,"中央 实验室 数据分析 表明 , 随 时间推移 或 在 各组 之间 , 平均 钾 水平 并未 发生 有 临床意义 的 变化 .",0.1659783688498257,0.8333333333333334,"['mean', 'data', 'potassium', 'time', 'central', 'laboratory']","['mean', 'data', 'potassium', 'time', 'laboratory']",1.0
878,"the intermittent central laboratory monitoring may not have detected potassium elevations , and therefore continued evaluation will be important in presently ongoing trials ( ClinicalTrials.gov numbers , NCT02052310and NCT02273726 ) and as wider experience with roxadustat occurs .",间歇性中央实验室监测可能未检测到钾升高，因此在目前正在进行的试验（ClinicalTrials.gov 编号，NCT02052310 和 NCT02273726）中以及随着罗沙司他的更广泛经验的出现，持续评估将很重要。,"间断性 的 中央 实验室 监测 可能 未 检测 出钾 升高 , 因此 在 目前 正 开展 的 试验 ( 在 ClinicalTrials . gov 注册号 为 NCT02052310 和 NCT02273726 ) 中 以及 在 不断 累积 罗沙 司 他 用药 经验 同时 , 持续 评估 钾 升高 情况 将 具有 重要 意义 .",0.303926410105613,0.6,"['monitoring', 'potassium', 'evaluation', 'intermittent', 'central', 'laboratory', 'experience', 'will', 'roxadustat', 'therefore']","['monitoring', 'potassium', 'intermittent', 'laboratory', 'experience', 'roxadustat']",0.75
879,more patients receiving roxadustat discontinued treatment owing to adverse events than did patients receiving epoetin alfa .,接受 roxadustat 的患者因不良事件而停止治疗的患者多于接受 epoetin alfa 的患者。,"与 阿法 依伯汀组 相比 , 罗沙 司 他 组因 不良 事件 而 停止 治疗 的 患者 较 多 .",0.4005906819538323,0.25,"['adverse', 'treatment', 'roxadustat', 'epoetin alfa']",['treatment'],0.3333333333333333
880,no clustering of severe adverse events during treatment was observed in either group .,两组在治疗期间均未观察到聚集性严重不良事件。,"治疗 期间 , 在 任 一组 中均 未 观察 到 重度 不良 事件 聚集 .",0.23719040021086643,0.4,"['group', 'clustering', 'adverse', 'treatment', 'severe']","['group', 'treatment']",0.6
881,"in conclusion , this phase 3 trial comparing 26 weeks of roxadustat therapy with epoetin alfa therapy in patients undergoing dialysis showed the noninferiority of roxadustat in the treatment of anemia .",总之，这项在接受透析的患者中比较 26 周罗沙司他疗法与阿法依泊汀疗法的 3 期试验表明，罗沙司他在治疗贫血方面具有非劣效性。,"总之 , 在 透析 患者 中 比较 26 周 罗沙 司 他 治疗 与 阿法 依泊 汀 治疗 的 这项 3 期 试验 证明 了 罗沙 司 他 在 贫血 治疗 中 的 非劣 效性 .",0.46340234325394414,0.6,"['anemia', 'dialysis', 'phase', 'therapy', 'treatment', 'trial', '3', 'conclusion', 'roxadustat', 'epoetin alfa']","['anemia', 'dialysis', 'phase', 'therapy', 'treatment', 'roxadustat']",0.73
882,"antibiotics are associated with CRC risk , but the effect depends on anatomical location and type of antibiotic .",抗生素与 CRC 风险相关，但效果取决于解剖位置和抗生素类型。,"抗生素 与 结 直肠癌 ( CRC ) 风险 相关 , 但 效应 取决于 解剖 部位 和 抗生素 类型 .",0.20932646417596637,0.7142857142857143,"['anatomical', 'type', 'location', 'associated', 'risk', 'effect', 'antibiotics']","['type', 'location', 'risk', 'effect', 'antibiotics']",0.8095238095238094
883,alterations of the gut microbiome can increase colorectal cancer ( CRC ) risk via bacteria that cause local inflammation and promote carcinogenesis .,肠道微生物组的改变可以通过引起局部炎症和促进癌变的细菌增加结直肠癌 (CRC) 的风险。,肠道 微生物 组 ( microbiome ) 的 改变 可能 通过 引起 局部 炎症 和 促进 癌变 的 细菌 来 增加 CRC 风险 .,0.5502263471255038,0.5,"['carcinogenesis', 'bacteria', 'gut microbiome', 'inflammation', 'via', 'colorectal cancer', 'local', 'cause', 'risk', 'increase']","['bacteria', 'gut microbiome', 'inflammation', 'local', 'risk']",0.875
884,"previous studies suggest an association between CRC and exposure to antibiotics , but this remains insufficiently characterized .",先前的研究表明 CRC 与接触抗生素之间存在关联，但这仍未得到充分表征。,"既往 研究 提示 , CRC 与 抗生素 暴露 之间 存在 关联 , 但 这 一 关联 仍 不够 明确 .",0.20339475851190153,0.4,"['exposure', 'association', 'previous', 'antibiotics', 'suggest']","['association', 'antibiotics']",0.5333333333333333
885,"using a large clinical research database in the U.K. , researchers compared antibiotic exposure in 28,980 sporadic CRC cases and 137,077 matched controls .","使用英国的大型临床研究数据库，研究人员比较了 28,980 例散发性 CRC 病例和 137,077 例匹配对照的抗生素暴露情况。","研究者 利用 英国 大型 临床 研究 数据库 在 28 , 980 例 散发性 CRC 病例 和 137 , 077 例 匹配 对照 之间 比较 了 抗生素 暴露 情况 .",0.6677090528483061,0.5,"['antibiotic', 'research', 'database', 'exposure', 'large', 'clinical', 'sporadic', 'controls']","['antibiotic', 'research', 'exposure', 'clinical']",0.7
886,the analysis was adjusted for demographic and clinical factors associated with CRC risk .,该分析针对与 CRC 风险相关的人口统计和临床因素进行了调整。,此项 分析 针对 与 CRC 相关 的 人口 统计学 和 临床 因素 进行 了 校正 .,0.49035308420468743,0.75,"['analysis', 'associated', 'clinical', 'risk']","['analysis', 'clinical', 'risk']",0.8333333333333333
887,antibiotic exposure was comparable between those with rectal cancer and controls ( 67.1 % and 67.2 % ) .,直肠癌患者和对照组的抗生素暴露情况相当（67.1% 和 67.2%）。,• 直肠癌 患者 和 对照 ( 67.1% 和 67.2% ) 之间 的 抗生素 暴露 情况 相当 .,0.4310671060271609,0.75,"['antibiotic', 'exposure', 'rectal cancer', 'controls']","['antibiotic', 'exposure', 'rectal cancer']",0.75
888,tetracyclines were associated with decreased rectal cancer risk .,四环素与直肠癌风险降低有关。,• 四环素 类药物 与 直肠癌 风险 降低 相关 .,0.36943356009689593,0.6666666666666666,"['rectal cancer', 'associated', 'risk']","['rectal cancer', 'risk']",0.6666666666666666
889,these results provide useful information for patients who are contemplating quitting .,这些结果为正在考虑戒烟的患者提供了有用的信息。,这些 结果 为 计划 戒烟 的 患者 提供 了 有用 信息 .,0.543856576886068,1.0,['information'],['information'],1.0
890,"moreover , recent retrospective studies have suggested that lipophilic statins ( atorvastatin , lovastatin , simvastatin ) prevent HCC more effectively than hydrophilic statins ( pravastatin , rosuvastatin ) .",此外，最近的回顾性研究表明，亲脂性他汀类药物（阿托伐他汀、洛伐他汀、辛伐他汀）比亲水性他汀类药物（普伐他汀、瑞舒伐他汀）更能有效地预防 HCC。,"此外 , 近期 的 回顾性 研究 提示 , 亲脂性 他 汀 类药物 ( 阿托 伐 他 汀 , 洛伐他汀 , 辛伐他汀 ) 可以 比 亲水性 他 汀 类药物 ( 普伐他汀 , 瑞舒伐 他 汀 ) 更 有效 地 预防 HCC .",0.39573864131809255,0.5454545454545454,"['lipophilic', 'recent', 'statins', 'pravastatin', 'retrospective studies', 'prevent', 'rosuvastatin', 'simvastatin', 'lovastatin', 'atorvastatin', 'hydrophilic']","['statins', 'prevent', 'rosuvastatin', 'simvastatin', 'lovastatin', 'atorvastatin']",0.8060606060606061
891,statin use data were obtained from the Swedish Prescribed Drug Register .,他汀类药物使用数据来自瑞典处方药登记处。,他 汀 类药物 的 用药 数据 来自 瑞典 处方药 登记 系统 ( Swedish Prescribed Drug Register ) .,0.20426561388470021,0.5,"['statin', 'data', 'drug', 'register']","['data', 'drug']",0.5416666666666666
892,"this nationwide Swedish registry study showed that among patients with viral hepatitis , lipophilic statin use reduced HCC risk but hydrophilic statin use did not .",这项全国范围的瑞典登记研究表明，在病毒性肝炎患者中，使用亲脂性他汀类药物可降低 HCC 风险，但使用亲水性他汀类药物则不能。,"瑞典 的 这项 全国性 登记 系统 研究 表明 , 在 病毒性 肝炎 患者 中 , 亲脂性 他 汀 类药物 降低 了 HCC 风险 , 但 亲水性 他 汀 类药物 并 无 这 一 效果 .",0.3589723582183628,0.2857142857142857,"['statin', 'lipophilic', 'study', 'registry', 'risk', 'viral hepatitis', 'hydrophilic']","['risk', 'viral hepatitis']",0.6666666666666666
893,future studies should focus on the feasibility of lipophilic statins as an HCC prevention tool in patients with chronic liver disease .,未来的研究应侧重于亲脂性他汀类药物作为慢性肝病患者 HCC 预防工具的可行性。,未来 的 研究 应 侧重于 亲脂性 他 汀 类药物 作为 慢性 肝病 患者 HCC 预防 工具 的 可行性 .,1.0581938623028435,0.625,"['focus', 'lipophilic', 'statins', 'prevention', 'liver disease', 'chronic', 'tool', 'feasibility']","['statins', 'prevention', 'liver disease', 'chronic', 'tool']",0.8958333333333334
894,past and present studies now not only confirm the safety of statin use in liver disease but also its potential benefit in reducing HCC risk .,过去和现在的研究现在不仅证实了他汀类药物在肝病中使用的安全性，而且证实了它在降低 HCC 风险方面的潜在益处。,"既往 和 当前 的 研究 不仅 证实 了 他 汀 类药物 用于 肝病 患者 的 安全性 , 还 证实 了 其 在 降低 HCC 风险 方面 的 潜在 益处 .",0.5081511903837015,0.5,"['safety', 'statin', 'potential', 'liver disease', 'risk', 'present', 'benefit', 'past']","['safety', 'liver disease', 'risk', 'present']",0.6875
895,dietary factors have been implicated for many years as potential pathophysiologic triggers in the development of type 1 diabetes ( T1D ) .,多年来，饮食因素一直被认为是 1 型糖尿病 (T1D) 发展的潜在病理生理诱因。,饮食 因素 多年 来 一直 被 认为 是 发生 1 型 糖尿病 ( T1D ) 的 潜在 病理 生理学 触发 因素 .,0.5078404706117452,0.6666666666666666,"['diabetes', 'type', '1', 'potential', 'dietary', 'development']","['diabetes', 'type', '1', 'development']",1.0
896,this is the first study to report associations between intake of specific cereals and IA in children genetically predisposed to T1D .,这是第一项报告遗传易患 T1D 的儿童摄入特定谷物与 IA 之间关联的研究。,这 是 在 有 T1D 遗传 易感性 的 儿童 中 报告 摄入 特定 谷物 与 IA 之间 关联 的 第一项 研究 .,0.455244558751999,0.3333333333333333,"['intake', 'report', 'study', 'IA', 'specific', 'first']","['report', 'first']",0.5611111111111111
897,"of concern is that some of the dietary components implicated , such as fiber , are promoted for their health benefits .",令人担忧的是，一些相关的膳食成分，如纤维，因其健康益处而得到推广。,"令人担忧 的 是 , 某些 膳食 成分 ( 如 纤维 ) 因 其 健康 益处 而 受到 推广 .",0.3641153346085872,0.5,"['health', 'fiber', 'dietary', 'concern']","['health', 'fiber']",0.6666666666666666
898,"until more is understood , encouraging moderate intake , not exceeding standard recommended amounts , of gluten , fiber , and selected grains might be reasonable , especially in the child who has a known strong family history of autoimmune disease .",在了解更多之前，鼓励适度摄入面筋、纤维和精选谷物，但不要超过标准推荐量，这可能是合理的，尤其是对于已知有明显自身免疫性疾病家族史的儿童。,"在 我们 了解 更 多 信息 之前 , 鼓励 适量 摄入 麸质 , 纤维 和 某些 谷物 ( 但 不能 超过 标准 推荐 量 ) 可能 是 合理 的 , 尤其 是 对于 已知 有 自身 免疫病 明显 家族史 的 儿童 .",0.36206957353516,0.4444444444444444,"['intake', 'standard', 'grains', 'child', 'family history', 'fiber', 'moderate', 'strong', 'autoimmune disease']","['standard', 'child', 'family history', 'fiber']",0.8148148148148149
899,"we cardiologists have long lived with the idea that the assessment of myocardial viability should inform decisions about revascularization , particularly in patients with ischemic cardiomyopathy , but some studies have questioned this reasonable assumption .",我们心脏病专家长期以来一直认为，心肌活力评估应为血运重建决策提供信息，尤其是在缺血性心肌病患者中，但一些研究质疑这一合理假设。,"我们 心脏科 医师 一直 以来 都 认为 评估 心肌 存活 性 可以 指导 血运重建 决策 , 尤其 是 对于 缺血性 心肌病 患者 , 但是 一些 研究 对 这 一 合理 假设 提出 了 质疑 .",0.17536126519408052,0.375,"['viability', 'revascularization', 'inform', 'assessment', 'idea', 'cardiomyopathy', 'myocardial', 'ischemic']","['revascularization', 'assessment', 'cardiomyopathy']",0.6875
900,"of the 1212 patients enrolled in STICH , 601 had myocardial viability testing , of whom 19 % were classified as having no viability .",在参加 STICH 的 1212 名患者中，有 601 名进行了心肌活力测试，其中 19% 被归类为无活力。,"在 STICH 纳入 的 1 , 212 例 患者 中 , 601 例 接受 了 心肌 存活 性 检测 , 其中 19% 被 归类 为 无 存活 心肌 .",0.2924643592891275,0.0,"['viability', 'myocardial', 'testing', 'classified']",[],0.6666666666666666
901,the incidence of death at 10 years did not differ significantly between patients with or without myocardial viability .,10 年的死亡率在有或没有心肌存活的患者之间没有显着差异。,有 或 无 存活 心肌 的 患者 在 10 年 时 的 死亡率 并 无 显著 差异 .,0.2111693973072881,0.16666666666666666,"['incidence', 'death', 'viability', 'differ', 'myocardial', 'without']",['death'],0.5555555555555555
902,CABG was not more effective for patients with viability than those without viability .,CABG 对于有生存力的患者并不比没有生存力的患者更有效。,CABG 在 有 存活 心肌 的 患者 中 产生 的 疗效 并未 超过 在 无 存活 心肌 的 患者 中 产生 的 疗效 .,0.08178745950419293,0.0,"['viability', 'CABG', 'without']",[],0.2222222222222222
903,LVEF was measured in 318 participants at baseline and 4 months .,在基线和 4 个月时测量了 318 名参与者的 LVEF。,本 试验 在 基线 和 4 个 月 时 检测 了 318 例 患者 的 LVEF .,0.5016846688016259,0.5,"['baseline', '4']",['baseline'],0.5
904,"patients with myocardial viability had a significant increase in LVEF at 4 months , whereas those without viability did not .",有心肌活力的患者在 4 个月时 LVEF 显着增加，而没有心肌活力的患者则没有。,"有 存活 心肌 的 患者 在 4 个 月 时 表现 出 LVEF 显著 增加 , 无 存活 心肌 的 患者 则 并 无 这 一 情况 .",0.3527798579992341,0.0,"['viability', 'myocardial', '4', 'increase', 'without']",[],0.4333333333333333
905,mortality did not correlate with LVEF change .,死亡率与 LVEF 变化无关。,死亡率 与 LVEF 的 变化 不 相关 .,0.24954522455315728,1.0,"['mortality', 'change']","['mortality', 'change']",1.0
906,"in this population , myocardial viability did not dictate the likelihood of benefit from surgical revascularization .",在这个人群中，心肌活力并不决定从手术血运重建中获益的可能性。,"在 这 一 患者 人群 中 , 心肌 存活 性 并 不 决定 患者 从 外科 血运重建 中 获益 的 可能性 .",0.3240898679517507,0.3333333333333333,"['population', 'viability', 'surgical', 'revascularization', 'myocardial', 'benefit']","['population', 'revascularization']",0.763888888888889
907,"also , change in LVEF , a surrogate outcome , failed to correspond with benefit .",此外，作为替代结果的 LVEF 的变化与获益不符。,"此外 , LVEF 的 变化 ( 一项 替代 结局 ) 与 获益 并 不 对应 .",0.18512126324736322,0.6,"['surrogate', 'outcome', 'change', 'benefit', 'correspond']","['surrogate', 'outcome', 'change']",0.7
908,I have some concerns about testing for interactions in relatively small groups .,我对在相对较小的群体中测试交互有一些担忧。,我 对 在 相对 较 小 的 人群 中 检验 交互作用 有些 担心 .,0.5068019766512862,0.0,"['testing', 'I']",[],0.3214285714285714
909,we need larger studies to be certain about these findings .,我们需要更大规模的研究来确定这些发现。,我们 需要 开展 更 大型 研究 来 明确 这些 研究 结果 .,0.1780595101117656,0.5,"['need', 'certain']",['need'],0.8333333333333333
910,"nevertheless , until people can demonstrate the value of testing for myocardial viability in patients with ischemic cardiomyopathy , we should hold off using these tests for similar patients to inform decisions .",尽管如此，在人们能够证明检测缺血性心肌病患者心肌活力的价值之前，我们应该推迟对类似患者使用这些检测来做出决定。,"无论 任何 , 在 我们 能够 证明 心肌 存活 性 检测 对于 缺血性 心肌病 患者 的 价值 之前 , 我们 不 应 通过 这些 检测 来 指导 类似 患者 的 治疗 决策 .",0.21488425366943123,0.2222222222222222,"['value', 'viability', 'inform', 'cardiomyopathy', 'myocardial', 'testing', 'hold', 'ischemic', 'similar']","['value', 'cardiomyopathy']",0.6203703703703705
911,more patients receiving the standard dose versus dose escalation had KRAS mutation ( 55 % vs. 39 % ) .,更多接受标准剂量与剂量递增的患者有 KRAS 突变（55% 对 39%）。,有 KRAS 突变 的 标准 剂量 组 患者 超过 剂量 递增 组 ( 55% vs . 39% ) .,0.2177363651657601,1.0,"['standard', 'mutation', 'dose']","['standard', 'mutation', 'dose']",1.0
912,these results show that dose escalation of regorafenib does not appear to compromise the modest efficacy of this agent and support the use of this strategy in clinical practice .,这些结果表明，瑞戈非尼的剂量增加似乎不会损害该药物的适度疗效，并支持在临床实践中使用该策略。,"这些 结果表明 , 瑞戈 非尼 的 剂量 递增 方案 似乎 并未 损害 该 药物 不太 明显 的 疗效 , 并 支持 在 临床实践 中 使用 该 策略 .",0.49227288066804853,0.6666666666666666,"['support', 'strategy', 'clinical', 'practice', 'efficacy', 'compromise', 'agent', 'dose', 'regorafenib']","['support', 'strategy', 'clinical', 'practice', 'dose', 'regorafenib']",0.8333333333333334
913,a small multicenter study shows durable improvement in T2D indicators at 1 year after endoscopic duodenal mucosal resurfacing .,一项小型多中心研究表明，在内窥镜十二指肠粘膜表面重修术后 1 年，T2D 指标得到持久改善。,"一项 小型 多 中心 研究 显示 , 内镜 下 十二指肠 黏膜 重塑 ( endoscopic duodenal mucosal resurfacing ) 后 , 1 年 时 的 2 型 糖尿病 指标 有 持久 改善 .",0.19743206348756423,0.5,"['improvement', 'year', '1', 'mucosal', 'duodenal', 'study']","['improvement', 'year', '1']",0.7444444444444445
914,"exclusion of the duodenum through bariatric surgery has shown immediate benefit of improved glycemic control , independent of weight loss , in obese patients with type 2 diabetes mellitus ( T2D ) .",通过减肥手术切除十二指肠已显示，在患有 2 型糖尿病 (T2D) 的肥胖患者中，独立于体重减轻，可以直接改善血糖控制。,"对于 肥胖 的 2 型 糖尿病 ( T2D ) 患者 , 通过 减重 手术 绕过 十二指肠 可 在 改善 血糖 控制 方面 立即 显示 出 益处 , 这一 益处 并 不 依赖于 体重减轻 .",0.28627975941866773,0.5,"['type', 'control', '2', 'surgery', 'exclusion', 'diabetes mellitus', 'obese', 'duodenum', 'independent', 'immediate', 'benefit', 'weight loss']","['type', 'control', '2', 'surgery', 'diabetes mellitus', 'duodenum']",0.8402777777777777
915,endoscopic duodenal mucosal resurfacing ( DMR ) - a new minimally invasive technique that involves circumferential hydrothermal ablation of the postampullary duodenal mucosa - might present a novel approach to improving glycemic control in T2D .,内窥镜十二指肠粘膜表面重修术 (DMR) - 一种新的微创技术，涉及壶腹后十二指肠粘膜的环状水热消融 - 可能会提供一种改善 T2D 血糖控制的新方法。,"内镜 下 十二指肠 黏膜 重塑 ( DMR ) 是 一种 新型 微创 手术 , 涉及 壶 腹后 十二指肠 黏膜 的 环形 水热 消融 ( circumferential hydrothermal ablation ) , 该 手术 可能 是 改善 T2D 血糖 控制 的 新型 方法 .",0.2729212126753838,0.45454545454545453,"['approach', 'control', 'mucosal', 'duodenal', 'hydrothermal', 'ablation', 'novel', 'technique', 'present', '-', 'new']","['control', 'mucosal', 'ablation', 'technique', 'new']",0.7045454545454546
916,"at 24 weeks postprocedure , there were improvements in parameters of T2D , including glycated hemoglobin ( HbA1c ) level ( − 10 mmol / mol ) , fasting plasma glucose ( − 1.7 mmol / L ) , and homeostatic model assessment for insulin resistance ( − 2.9 ) , which were each sustained at 12 months .",术后 24 周，T2D 参数有所改善，包括糖化血红蛋白 ( HbA1c ) 水平 ( − 10 mmol / mol ) 、空腹血糖 ( − 1.7 mmol / L ) 和胰岛素抵抗的稳态模型评估 ( − 2.9 ) ，每一个持续 12 个月。,"术后 24 周时 , T2D 的 以下 参数 有所改善 : 糖化 血红蛋白 ( HbA1c ) 水平 ( - 10 mmol / L ) , 空腹 血糖 ( - 1.7 mmol / L ) 和 胰岛素 抵抗 稳态 模型 评估 ( - 2.9 ) , 并且 上述 参数 在 12 个 月 时 仍 维持 .",0.44835365264658256,0.4,"['glucose', 'plasma', 'model', 'hemoglobin', '/', 'assessment', 'fasting', 'insulin resistance', 'level', 'mol']","['model', 'hemoglobin', 'assessment', 'level']",0.6185714285714285
917,change in HbA1c did not correlate with weight loss .,HbA1c 的变化与体重减轻无关。,HbA1c 的 变化 与 体重减轻 不 相关 .,0.6058249414264844,0.5,"['change', 'weight loss']",['change'],0.875
918,it is fascinating that the duodenum has such an important role in T2D and potential role in insulin regulation .,令人着迷的是，十二指肠在 T2D 中具有如此重要的作用，并且在胰岛素调节中具有潜在作用。,"令人吃惊 的 是 , 十二指肠 在 T2D 中有 如此 重要 的 作用 , 并且 在 胰岛素 调节 中有 潜在 作用 .",0.35740693504228455,0.8,"['insulin', 'regulation', 'potential', 'role', 'duodenum']","['insulin', 'regulation', 'role', 'duodenum']",1.0
919,further research is needed to define which patients with T2D would most benefit from this approach and to standardize endoscopic DMR technique .,需要进一步的研究来确定哪些 T2D 患者最能从这种方法中受益，并使内窥镜 DMR 技术标准化。,"我们 需要 通过 进一步 研究 来 明确 哪些 T2D 患者 从 该 方法 中 获益 最大 , 并且 将 内镜 DMR 技术 标准化 .",0.2271734429458848,0.5,"['approach', 'research', 'technique', 'benefit']","['research', 'technique']",0.625
920,"moreover , carefully controlled studies are needed before DMR is used clinically in T2D .",此外，在将 DMR 临床用于 T2D 之前，需要进行仔细的对照研究。,"此外 , 在 DMR 用于 T2D 的 临床 治疗 之前 , 我们 需要 开展 严格 的 对照 研究 .",0.19898883340405882,0.0,['controlled'],[],0.0
921,"however , these results support the concept of an effective endoscopic intervention to favorably alter metabolism .",然而，这些结果支持有效的内窥镜干预以有利地改变新陈代谢的概念。,"然而 , 这些 结果 支持 有效 的 内镜 介入 治疗 可 改善 代谢 这一 概念 .",0.3141300900538897,0.75,"['metabolism', 'support', 'intervention', 'concept']","['metabolism', 'support', 'concept']",0.875
922,"compared with placebo , ursodeoxycholic acid modestly improved pruritis but did not reduce adverse perinatal outcomes .",与安慰剂相比，熊去氧胆酸适度改善了瘙痒症，但并未减少不良的围产期结局。,"与 安慰剂 相比 , 熊去 氧 胆酸 略微 改善 了 瘙痒 , 但 并未 减少 围生期 不良 结局 .",0.29271730125705975,0.4,"['placebo', 'perinatal', 'reduce', 'ursodeoxycholic acid', 'adverse']","['placebo', 'ursodeoxycholic acid']",0.8333333333333334
923,"ursodeoxycholic acid and placebo resulted in similar rates of preterm birth ( 17 % and 20 % ; risk ratio , 0.79 ) and admission to the neonatal intensive care unit ( 14 % and 17 % ; RR , 0.81 ) .",熊去氧胆酸和安慰剂导致相似的早产率（17% 和 20%；风险比，0.79）和进入新生儿重症监护病房的比率（14% 和 17%；RR，0.81）。,"熊去 氧 胆酸 和 安慰剂 组 的 早产 率 相似 ( 17% 和 20% ; 危险 比 [ RR ] , 0.79 ) , 进入 新生儿 重症 监护 病房 的 概率 也 相似 ( 14% 和 17% ; RR , 0.81 ) .",0.3580952524707034,0.7777777777777778,"['placebo', 'neonatal', 'ratio', 'admission', 'birth', 'ursodeoxycholic acid', 'intensive care unit', 'risk', 'similar']","['placebo', 'ratio', 'admission', 'ursodeoxycholic acid', 'intensive care unit', 'risk', 'similar']",1.0
924,there are limited data from randomized trials evaluating the use of antithrombotic therapy in patients with atrial fibrillation and stable coronary artery disease .,评估房颤和稳定性冠状动脉疾病患者使用抗血栓治疗的随机试验数据有限。,"关于 心房颤动 合并 稳定型 冠心病 患者 的 抗血栓 治疗 , 来自 随机 试验 的 数据 有限 .",0.17270134485288346,0.5714285714285714,"['disease', 'data', 'antithrombotic', 'therapy', 'atrial fibrillation', 'coronary artery', 'limited']","['disease', 'data', 'therapy', 'coronary artery']",0.9285714285714286
925,"the primary efficacy end point was a composite of stroke , systemic embolism , myocardial infarction , unstable angina requiring revascularization , or death from any cause ; this end point was analyzed for noninferiority with a noninferiority margin of 1.46 .",主要疗效终点是卒中、全身性栓塞、心肌梗死、需要血运重建的不稳定型心绞痛或全因死亡的复合终点。对这一终点进行了非劣效性分析，非劣效性界值为 1.46。,"主要 疗效 终点 是 由 卒 中 , 全身性 栓塞 , 心肌梗死 , 需要 血运重建 的 不 稳定型 心绞痛 或 全因 死亡 构成 的 复合 终点 ; 我们 以 1.46 的 非劣 效性界值 对 该 终点 进行 了 非劣 效性 分析 .",0.4492141311252811,0.5333333333333333,"['myocardial infarction', 'composite', 'stroke', 'margin', 'death', 'angina', 'revascularization', 'primary', 'cause', 'unstable', 'systemic', 'efficacy', 'end', 'point', 'embolism']","['myocardial infarction', 'stroke', 'death', 'angina', 'revascularization', 'unstable', 'point', 'embolism']",0.8622222222222221
926,"the primary safety end point was major bleeding , according to the criteria of the International Society on Thrombosis and Hemostasis ; this end point was analyzed for superiority .",根据国际血栓形成和止血学会的标准，主要安全终点是大出血；对该终点进行优效性分析。,主要 安全性 终点 是 根据 国际 血栓 与 止血 学会 ( International Society on Thrombosis and Hemostasis ) 标准 定义 的 大出血 ; 我们 对 该 终点 进行 了 优效性 分析 .,0.21127150719115317,0.6,"['bleeding', 'safety', 'thrombosis', 'hemostasis', 'major', 'society', 'primary', 'superiority', 'end', 'point']","['bleeding', 'safety', 'thrombosis', 'hemostasis', 'society', 'point']",0.8833333333333334
927,"as antithrombotic therapy , rivaroxaban monotherapy was noninferior to combination therapy for efficacy and superior for safety in patients with atrial fibrillation and stable coronary artery disease . ( Funded by the Japan Cardiovascular Research Foundation ; AFIRE UMIN Clinical Trials Registry number , UMIN000016612 ; and ClinicalTrials.gov number , NCT02642419 . )",作为抗血栓治疗，利伐沙班单药治疗在心房颤动和稳定性冠状动脉疾病患者中的疗效不劣于联合疗法，安全性优于联合疗法。 （由日本心血管研究基金会资助；AFIRE UMIN 临床试验注册号 UMIN000016612；ClinicalTrials.gov 号 NCT02642419。）,"在 心房颤动 合并 稳定型 冠心病 患者 中 , 作为 抗血栓 治疗 的 利伐沙班 单药 治疗 在 疗效 方面 不 劣于 联合 治疗 , 在 安全性 方面 优于 联合 治疗 ( 由 日本 心血管 研究 基金会 [ Japan Cardiovascular Research Foundation ] 资助 ; AFIRE 在 UMIN Clinical Trials Registry 注册号 为 UMIN000016612 ; 在 ClinicalTrials . gov 注册号 为 NCT02642419 ) .",0.2403582738381132,0.5625,"['safety', 'combination therapy', 'disease', 'cardiovascular', 'research', 'antithrombotic', 'superior', 'atrial fibrillation', 'registry', 'number', 'clinical', 'japan', 'efficacy', 'coronary artery', 'rivaroxaban', 'foundation']","['safety', 'disease', 'cardiovascular', 'research', 'atrial fibrillation', 'number', 'clinical', 'coronary artery', 'rivaroxaban']",0.9169642857142858
928,"the use of dual antiplatelet therapy ( a P2Y12 inhibitor plus aspirin ) after percutaneous coronary intervention ( PCI ) reduces the risk of ischemic or atherothrombotic events , including stent thrombosis , recurrent myocardial infarction , and cardiovascular death.1",经皮冠状动脉介入治疗 (PCI) 后使用双重抗血小板治疗（P2Y12 抑制剂加阿司匹林）可降低缺血或动脉粥样硬化血栓形成事件的风险，包括支架内血栓形成、复发性心肌梗死和心血管死亡。 1,"经皮 冠状动脉 介入 治疗 ( PCI ) 后 使用 双联 抗 血小板 治疗 ( P2Y12 抑制剂 + 阿司匹林 ) 可 降低 缺血性 或 动脉 粥样 硬化 血栓 事件 的 风险 , 包括 支架 内 血栓 形成 , 复发性 心肌梗死 和 心血管 原因 死亡 1 .",0.5508555612636319,0.5625,"['inhibitor', 'myocardial infarction', 'aspirin', 'cardiovascular', 'plus', 'antiplatelet', 'coronary', 'thrombosis', 'therapy', 'recurrent', 'stent', 'intervention', 'risk', 'dual', 'percutaneous', 'ischemic']","['inhibitor', 'myocardial infarction', 'aspirin', 'cardiovascular', 'plus', 'coronary', 'thrombosis', 'therapy', 'risk']",0.8854166666666666
929,"the use of antiplatelet agents in combination with anticoagulation results in an increased risk of bleeding events , as shown recently in a nationwide Danish cohort study.3",最近一项全国性的丹麦队列研究显示，抗血小板药物与抗凝药物联合使用会增加出血事件的风险。 3,"最近 丹麦 一项 全国性 队列 研究 表明 , 抗 血小板 药 联合 抗凝 治疗 会 增加 出血 事件 的 风险 3 .",0.3450685130838901,0.6666666666666666,"['bleeding', 'combination', 'anticoagulation', 'antiplatelet', 'risk', 'cohort']","['bleeding', 'combination', 'anticoagulation', 'risk']",0.8333333333333334
